,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Verified Standard ID - City/Town ID,Property Name,Address 1,City,County,State/Province,Postal Code,Year Built,Applicability,Applicability Details,Property Type ,Property GFA - Calculated (Buildings) (ft²),Estimated GFA (ft²),Latitude,Longitude
102100,Village Mission Valley #542,6542 Reflection Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,73688,,32.79306,-117.10796
102101,Village Mission Valley #586,6586 Ambrosia Dr,San Diego,San Diego,CA,92124,1989,Subject to Ordinance,,Multifamily Residence,73417,,32.79502,-117.10943
102261,SURFCASTER - SAN DIEGO SUNRISE MANAGEMENT COMPANY,5050 NIAGARA AVE,San Diego,San Diego,CA ,92107,1968,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Housing,29000,,32.74681,-117.252463
102262,4290 MT ABERNATHY - SAN DIEGO SUNRISE,4290 MOUNT ABERNATHY AVE,San Diego,San Diego,CA ,92117,1990,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Housing,26000,,32.822685,-117.175673
102106,Villas of Renaissance #05,5350 Toscana Way,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,72367,,32.86998,-117.20232
102264,LAS PALMAS - SAN DIEGO SUNRISE,5275 MONROE AVE,SAN DIEGO,San Diego,CA,92115,1949,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,36000,,32.758743,-117.081364
102107,Villas of Renaissance #06,5340 Toscana Way,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,74147,,32.86998,-117.20232
102266,CL #04047 San Diego CA MDO,7550 Panasonic HWY,San Diego,San Diego,CA,92154,2020,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Distribution Center,46830,,32.562979,-116.979099
102268,9955 Mesa Rim Rd (EPL),9955 Mesa Rim Rd,San Diego,San Diego,CA,92121,1985,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,39644,,32.899101,-117.177782
102271,Princess View Associates,7405 Princess View Dr,San Diego,San Diego,CA,92120,1975,Subject to Ordinance,,Self-Storage Facility,106840,,32.80564,-117.078299
102108,Villas of Renaissance #07,5360 Toscana Way,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,88070,,32.86982,-117.20171
102274,13280 Evening Creek,"13280 Evening Creek Dr, S - Sabre Springs Bldg B",San Diego,San Diego,CA,92128,1999,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,41196,41196,32.958286,-117.097151
102276,"Miramar Operations Complex (8323, 8353 All Bldgs and 8356 Parking Lot)",8323 Miramar Pl,San Diego,San Diego,CA,92121,1985,Subject to Ordinance,,Mixed Use Property,52800,,32.878977,-117.177582
102109,Villas of Renaissance #08,5370 Toscana Way,San Diego,San Diego,CA,92122,1992,Subject to Ordinance,,Multifamily Residence,80367,,32.87061,-117.20153
102289,Building 1 - 9375 Customhouse Plaza,9375 Customhouse Plaza,San Diego,San Diego,CA,92154,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,32430,,32.551298,-116.942744
102290,Building 2 - 9465 Customhouse Plaza,9465 Customhouse Plaza,San Diego,San Diego,CA,92154,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,31973,,32.551297,-116.941546
102291,Building 4 - 2675 Customhouse Ct,2675 Customhouse Plaza,San Diego,San Diego,CA,92154,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Non-Refrigerated Warehouse,48845,,32.551266,-116.944228
102292,Building 6 - 9051 Siempre Viva Rd,9051 Siempre Viva Rd,San Diego,San Diego,CA,92154,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Mixed Use Property,36162,,32.552578,-116.948527
102293,Building 7 -9163 Siempre Viva Rd,9163 Siempre Viva Rd,San Diego,San Diego,CA,92154,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Distribution Center,34929,,32.552545,-116.947294
102294,Building 8 - 9295 Siempre Viva Rd,9295 Siempre Viva Rd,San Diego,San Diego,CA,92154,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Mixed Use Property,36266,,32.552545,-116.946031
102295,B3 - 5200 Illumina Way,"5200 Illumina Way, B3",San Diego,San Diego,CA,92122,2006,Subject to Ordinance,,Laboratory,159272,,32.869803,-117.19839
102296,B6 - 5200 Illumina Way,"5200 Illumina Way, B6",San Diego,San Diego,CA,92122,2006,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Other,23124,,32.870807,-117.198814
102297,10072-Hillcrest,711 University Avenue,San Diego,San Diego,CA,92103,2000,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Supermarket/Grocery Store,28000,,32.747747,-117.157954
102298,4755 Nexus Centre Dr,4755 Nexus Centre Dr,San Diego,San Diego,CA,92122,2006,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Laboratory,45255,45255,32.878116,-117.203717
102299,6175 Nancy Ridge Dr,6175 Nancy Ridge Dr,San Diego,San Diego,CA,92121,1986,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Laboratory,32782,,32.888256,-117.187118
102116,Wintergreen Apartments,1504 Oro Vista Rd,San Diego,San Diego,CA,92154,1984,Subject to Ordinance,,Multifamily Residence,205744,,32.56918,-117.07848
102117,Oceanview Terrace,501 Oceanmist Pl,San Diego,San Diego,CA,92154,2010,Subject to Ordinance,,Multifamily Residence,246526,518176,32.58891,-117.03094
102302,3565 General Atomics Ct,3565 General Atomics Ct,San Diego,San Diego,CA,92121,1990,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Laboratory,46000,,32.893748,-117.237319
102126,Morena Plaza - Price Self Storage,4635 Morena Blvd,San Diego,San Diego,CA,92117,1979,Subject to Ordinance,,Self-Storage Facility,120962,,32.82264,-117.22563
102304,5810 Nancy Ridge Dr,5810 Nancy Ridge Dr,San Diego,San Diego,CA,92121,1984,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",R&D,48218,48218,32.88915,-117.191267
102139,Villa Encantada,6290 Akins Avenue,San Diego,San Diego,CA,92114,2018,Subject to Ordinance,,Multifamily Residence,88472,,32.71052,-117.06305
102143,Fountain Plaza,6048 Cornerstone CtWest,San Diego,San Diego,CA,92121,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",R&D,20915,20915,32.89713,-117.19033
102156,Carmel Point I,15010 Avenue of Science,San Diego,San Diego,CA,92128,1985,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,29180,,32.98826,-117.08006
102157,Carmel Point II,15030 Avenue of Science,San Diego,San Diego,CA,92128,1985,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,47943,,32.98779,-117.08101
102158,Carmel Point III,15050 Avenue of Science,San Diego,San Diego,CA,92128,1985,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,41819,,32.98779,-117.08167
102161,VILLA BONITA - R.A Snyder,2151 Honey Dr,San Diego,San Diego,CA,92139,1978,Subject to Ordinance,,Multifamily Residence,86400,,32.68723,-117.04278
102170,FLORIDA PLACE APARTMENTS - R.A. SNYDER,3440 FLORIDA ST,San Diego,San Diego,CA,92104,1970/2012,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,28000,,32.74206,-117.14404
102183,Mission Valley Campus,4007 S CAMINO DEL RIO,San Diego,San Diego,CA,92108,1948,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,49635,49635,32.77764,-117.10813
102204,Building 6170,6170 Cornerstone Ct E,San Diego,San Diego,CA,92121,1986,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,40574,,32.89602,-117.18755
102321,4690 Executive Dr - Kilroy University Centre,4690 Executive Dr,P[],San Diego,CA,92121,1999,Subject to Ordinance,,Office,51371,,32.877345,-117.205828
102210,6779 Mesa Ridge Dr,6779 Mesa Ridge Rd,San Diego,San Diego,CA,92121,1999,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Manufacturing/ Industrial/ Lab,43811,,32.90137,-117.17271
102325,"One Paseo, Building I - 12860 El Camino Real",12860 El Camino Real,San Diego,San Diego,CA,92130,2020,Subject to Ordinance,,Office,92042,,32.951159,-117.235187
102326,"One Paseo, Building II - 12830 El Camino Real",12830 El Camino Real,San Diego,San Diego,CA,92130,2020,Subject to Ordinance,,Office,196200.2,,32.950624,-117.235929
102222,7700 Ronson Rd,7700 Ronson Rd,San Diego,San Diego,CA,92111,2005,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,35797,35797,32.82949,-117.15473
102224,7920 - PHYSICIANS MEDICAL - SAN DIEGO,7920 FROST ST,San Diego,San Diego,CA,92123,1972,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Medical Office,26411,,32.80076,-117.15421
102231,8690 Balboa Ave,8690 Balboa Ave,San Diego,San Diego,CA,92123,1999,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,44929,44929,32.82163,-117.14085
102241,One Paseo Retail- 3745 Paseo Place,3725 Paseo Place,San Diego,San Diego,CA,92130,2019,Subject to Ordinance,,Parking,95526,,32.95173,-117.23536
102255,1050 University Ave,1050 University Ave,San Diego,San Diego,CA,92103,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Supermarket/Grocery Store,40000,,32.749588,-117.154673
102260,Sorrento Mesa Business Center,9883 Pacific Heights Blvd,San Diego,San Diego,CA,92121,1988,Subject to Ordinance,,Mixed Use Property,150674,,32.899449,-117.187964
102263,CERRO PUEBLO - SAN DIEGO SUNRISE,2835 CLAIREMONT DR,SAN DIEGO,San Diego,CA,92117,1982,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,46000,,32.790903,-117.197775
102265,VILLAGE APARTMENTS - SAN DIEGO SUNRISE MANAGEMENT COMPANY,7025 EASTMAN ST,SAN DIEGO,San Diego,CA,92111,1941,Subject to Ordinance,,Multifamily Residence,170000,,32.789275,-117.168478
102272,Kearny Mesa Landing- 4205-4247 Ponderosa Ave,4247 Ponderosa Ave STE A,San Diego,San Diego,CA,92123,1977,Subject to Ordinance,,Mixed Use Property,155774,,32.818332,-117.131879
102288,Sewer_NORTH CITY WATER RECLAMATION PLANT,4949 EASTGATE MALL,San Diego,San Diego,CA,92121,2000,Subject to Ordinance,,Other,328754,,32.877721,-117.1979
102341,12305 World Trade Dr,12305 World Trade Dr,San Diego,San Diego,CA,92128,1988,Subject to Ordinance,,Self-Storage Facility,156816,,32.987634,-117.071906
102342,Rose Canyon - San Diego,4901-4909 Morena Blvd.,San Diego,San Diego,CA,92117,2000,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Non-Refrigerated Warehouse,20412,,32.827324,-117.229608
102343,Aztec Campus Apartments,5650 Hardy Avenue,San Diego,San Diego,CA,92115,1982,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,24000,,32.772914,-117.073971
102300,6225 Nancy Ridge Dr,6225 Nancy Ridge Dr,San Diego,San Diego,CA,92121,1986,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,27450,,32.888293,-117.186464
102345,Purl,7901 Civita Blvd,San Diego,San Diego,CA,92108,2020,Subject to Ordinance,,Multifamily ,753435,,32.776973,-117.149283
102346,RB Vista,16915 Via Del Campo,Rancho Bernardo,San Diego,CA,92127,2020,Subject to Ordinance,,Distribution Center,141518,,33.020367,-117.089431
102347,MODE,635 Robinson Avenue,San Diego,San Diego,CA,92103,2001,Subject to Ordinance,,Multifamily Residence,100560,,,-117.1587048
102348,Paseo Place,5665 Lindo Paseo,San Diego,San Diego,CA,92115,2011,Subject to Ordinance,,Multifamily Residence,64734,,32.74670492,-117.0738004
102349,Airway Logistics Center,8151 Airway Rd,San Diego,San Diego,CA,92154,2022,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Refrigerated Warehouse,247480,,32.7715314,
102350,Secoya By the Park,3067 5th Ave,San Diego,San Diego,CA,92103,2022,Subject to Ordinance,,Multifamily Residence,62529,62529,,-117.1601264
102351,St. Teresa of Calcutta Villa,1 14th St,San Diego,San Diego,CA,92101,2022,Subject to Ordinance,,Multifamily Residence,50000,50000,32.7374376,
102352,SecureSpace Self Storage & RV/BOAT,10373 Azuaga St,San Diego,San Diego,CA,92129,2022,Subject to Ordinance,,Commercial,109725,109725,,
102353,Alexandria Tech Center (Bldg. E),10055 Barnes Canyon Rd,San Diego,San Diego,CA,92121,1986,Subject to Ordinance,,Laboratory,195435,176910,,
102354,Bella Vista,17065 W  Bernardo Dr,San Diego,San Diego,CA,92127-1457,2022,Subject to Ordinance,,Multifamily Residence,72988,72988,,-117.08151
102355,The Jewel at LUX,4210 Brooke Ct,San Diego,San Diego,CA,92122,2022,Subject to Ordinance,,Multifamily Residence,372820,225000,,-117.214695
102356,Townsend,5075 Camino de la Siesta,San Diego,San Diego,CA,92103,2022,Subject to Ordinance,,Multifamily Residence,277000,277000,32.871924,-117.1596291
102357,The Hub at Scripps Ranch,9840 Carroll Canyon Rd,San Diego,San Diego,CA,92131,2021,Subject to Ordinance,,Multifamily Residence,356791,260000,32.7656067,-117.1147455
102301,6275 Nancy Ridge Dr,6275 Nancy Ridge Dr,San Diego,San Diego,CA,92121,1986,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Laboratory,45580,,32.888339,-117.185613
102303,3530 John Hopkins Ct,3530 Johns Hopkins Ct,San Diego,San Diego,CA,92121,1999,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Laboratory,44681,,32.892686,-117.238636
102360,One Mississippi,2149 El Cajon Blvd,San Diego,San Diego,CA,92104,2022,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,51200,51200,,
102361,Kearny Mesa Logistics Center,5670 Kearny Mesa Rd,San Diego,San Diego,CA,92111,2022,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Warehouse,299381,299381,,
102362,Landmark At Otay,1601 Landmark Rd,San Diego,San Diego,CA,92154,2022,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,216140,216140,,
102363,Landmark At Otay,1701 Landmark Rd,San Diego,San Diego,CA,92154,2022,Subject to Ordinance,,Multifamily Residence,153630,153630,,
102364,Merge 56,8270 Merge Ave,San Diego,San Diego,CA,92129,92129,Subject to Ordinance,,Multifamily Residence,242000,242000,,
102365,Spectrum III,3115 Merryfield Row,San Diego,San Diego,CA,92121,2022,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,R&D,146368,146368,,
102366,Blend - SD,5585 Mildred St,San Diego,San Diego,CA,92110,2022,Subject to Ordinance,,Multifamily Residence,50000,50000,,
102368,Azul North Park,4499 Ohio St,San Diego,San Diego,CA,92116,2022,Subject to Ordinance,,Multifamily Residence,178987,180000,32.8692482,-117.1288127
102369,525 Olive,525 Olive St,San Diego,San Diego,CA,92103,2022,Subject to Ordinance,,Multifamily Residence,215835,150000,32.7595185,-117.1598708
102370,7144 Otay Mesa Rd,7144 Otay Mesa Rd,San Diego,San Diego,CA,92154,2022,Subject to Ordinance,,Distribution Center,518723,702535,32.73462275,
102371,The Boardwalk,10265 Science Center Dr,San Diego,San Diego,CA,92121,2022,Subject to Ordinance,,Commercial,74000,74000,,
102372,Proto Logistics Center (Bldg. 1),"8020 St. Andrews Ave, Bldg 1",San Diego,San Diego,CA,92154,2022,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,57629,57629,,-116.9704551
102373,Proto Logistics Center (Bldg. 2),"8070 St. Andrews Ave, Bldg 2",San Diego,San Diego,CA,92154,2022,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,70862,70862,32.566877,-116.9694122
102374,Vive Luxe,4890 SunRd Centrum Lane,San Diego,San Diego,CA,92123,2021,Subject to Ordinance,,Multifamily Residence,221720,442000,32.5667724,-117.1416275
102065,"La Jolla CrossRds I, II, III",9085 Judicial Dr,San Diego,San Diego,CA,92122,2013,Subject to Ordinance,,Multifamily Residence,2297055,2297055,32.87294,-117.20405
102376,Valencia Pointe,5930 Division St,San Diego,San Diego,CA,92114,2022,Subject to Ordinance,,Multifamily Residence,102000,102000,,
102377,16067 Babcock St,16067 Babcock St,San Diego,San Diego,CA,92127,2019,Subject to Ordinance,,Office,78000,78000,,
102378,10240 Flanders Ct,10240 Flanders Ct,San Diego,San Diego,CA,92121,1986,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",R&D,32236,32236,,
102379,"Carroll Rd. Investors, LLC",7420 Carroll Rd,San Diego,San Diego,CA,92121,1983/2010,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,44334,44334,,
102380,Camden Apartments - 4305,4305 Third Ave.,San Diego,San Diego,CA,92103,2021,Subject to Ordinance,,Multifamily Residence,160000,53333,,
102305,10151 Barnes Canyon,10151 Barnes Canyon,San Diego,San Diego,CA,92121,1984,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Mixed Use Property,48880,,32.899135,-117.197936
102307,11035 Roselle St,11035 Roselle St,San Diego,San Diego,CA,92121,1982,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,20586,20586,32.903568,-117.22706
102383,BCDPF Airway Industrial Park LLC,8150 Airway Rd,San Diego,San Diego,CA,92154,2021,Subject to Ordinance,,Distribution Center,135623,135623,32.7585478,-116.9678228
102384,SecureSpace Self Storage,10389 Azuaga St,San Diego,San Diego,Ca,92129,2022,Subject to Ordinance,,Self-Storage Facility,142399,142399,32.56172686,-117.0989419
102386,Seaton (11325),1302 Frankfort St,San Diego,San Diego,Ca,92110,2021,Subject to Ordinance,,Multifamily Residence,154436,154436,32.96273512,-117.2061433
102388,Stylus (st763),2348 Russell Park Way,San Diego,San Diego,CA,92108,2004,Subject to Ordinance,,Multifamily Residence,320544,320544,32.7750344,-117.1482525
102389,La Jolla Financial Bldg,1200 Prospect St,La Jolla,San Diego,CA,92037,1974,Subject to Ordinance,,Mixed Use Property,82433,82433,32.77624483,
102390,San Diego/Kearny Mesa-R&D,"3934 Murphy Canyon Rd, Bldg B",San Diego,San Diego,CA,92123,1988,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",R&D,24230,24230,,
102391,7510 Airway Rd,7510 Airway Rd,San Diego,san Diego,CA,92154,1997,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Distribution Center,44840,44840,,
102392,Highlands Corporate Center (HCC) West Ct,12770 High Bluff Dr,San Diego,san Diego,CA,92130,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,39820,39820,,
102393,Highlands Corporate Center (HCC) North Ct,12780 High Bluff Dr,San Diego,san Diego,CA,92130,1989,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,20065,20065,,
102308,11045 Roselle St,11045 Roselle St,San Diego,San Diego,CA,92121,1982,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,30147,,32.904352,-117.227852
102395,Highlands Corporate Center (HCC) South Ct,12760 High Bluff Dr,San Diego,san Diego,CA,92130,1985,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,38700,38700,,
102396,Rancho Bernardo Self Storage,10905 Via Frontera,San Diego,san Diego,CA,92127,1979,Subject to Ordinance,,Self-Storage Facility,115000,115000,,-117.0957977
102398,The Glen at Scripps Ranch,9800 Glen Center Dr,San Diego,san Diego,CA,92131,2020,Subject to Ordinance,,Multifamily Residence,567949,567949,33.01133011,-117.088775
102399,PARK DIPLOMAT - San Diego Sunrise,1707 ESSEX ST	,San Diego,san Diego,CA,92103,1978,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,23240,23240,32.89951555,
102400,VILLA PACIFICA - SAN DIEGO SUNRISE MANAGEMENT COMPANY,3630 6TH AVE,San Diego,san Diego,CA,92103,1989,Subject to Ordinance,,Multifamily Residence,64000,64000,,-117.1598158
102309,11055 Roselle St,11055 Roselle St,San Diego,San Diego,CA,92121,1982,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",R&D,22577,22577,32.905022,-117.228851
102311,11075 Roselle St,11075 Roselle St,San Diego,San Diego,CA,92121,1982,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Laboratory,23936,,32.905699,-117.230051
102414,Seacoast Apartments,5030 Lotus St,San Diego,san Diego,CA,92107,1973,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,34200,34200,,
102415,Carmel Creek - Essex (cm80),11724 Carmel Creek Rd,San Diego,San Diego,CA,92130,2000,Subject to Ordinance,,Multifamily Residence,348000,348000,,-117.2240257
102314,9363 Towne Centre Dr,9363 Towne Centre Dr,San Diego,San Diego,CA,92121,1988,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,45030,,32.877245,-117.206864
102418,Esplanade - Essex (sp63),10201 Camino Ruiz ,San Diego,San Diego,CA,92126,1986,Subject to Ordinance,,Multifamily Residence,480188,483567,33.02115489,
102419,819611 - The Merian,601 11th Avenue,San Diego,San Diego,CA,92101,2000,Subject to Ordinance,,Multifamily Residence,535744,405750,,-117.1544759
102420,Ridgewood Village - 29348,12435 Heatherton Ct,San Diego,San Diego,CA,92128,1997,Subject to Ordinance,,Multifamily Residence,346120,346120,32.7126216,-117.0873082
102421,10184 Telesis Ct,10184 Telesis Ct,San Diego,San Diego,CA,92121,1985,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,49658,49658,32.94428665,
