,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Verified Standard ID - City/Town ID,Property Name,Address 1,City,County,State/Province,Postal Code,Year Built,Applicability,Applicability Details,Property Type ,Property GFA - Calculated (Buildings) (ft²),Estimated GFA (ft²),Latitude,Longitude
101439,84S2O - Westin San Diego Gaslamp,910 BRdway Circle,San Diego,San Diego,CA,92101,1987,Subject to Ordinance,,Hotel,358431,327405,32.71446,-117.16333
101442,Scripps Memorial Hospital,9888 Genesee Ave,La Jolla,San Diego,CA,92037,1964,Subject to Ordinance,,Hospital (General Medical & Surgical),415778,415778,32.88497,-117.22388
100715,OVCC - 6020 Progressive Ave,6020 Progressive Ave,San Diego,San Diego,CA,92154,2004,Subject to Ordinance,,Distribution Center,89418,89418,32.57162,-117.00394
101445,SV Motorsport,11211 Sorrento Valley Rd,San Diego,San Diego,CA,92121,1977,Subject to Ordinance,,Mixed Use Property,54720,54720,32.90719,-117.22744
101446,Hyatt Regency Mission Bay,1441 Quivira Rd,San Diego,San Diego,CA,92109,1972,Subject to Ordinance,,Hotel,381325,381887,32.7649,-117.24044
101447,A-1 Self Storage #415,845 Hollister St,San Diego,San Diego,CA,92154,1984,Subject to Ordinance,,Manufacturing/Industrial Plant,96056,64468,32.58065,-117.08362
101448,A-1 Self Storage #573,2245 Hotel Cir S,San Diego,San Diego,CA,92108,2007,Subject to Ordinance,,Self-Storage Facility,138850,108412,32.75884,-117.18386
100066,1222 Innovative Dr,1222 Innovative Dr,San Diego,San Diego,CA,92154,2007,Subject to Ordinance,,Commercial,62874,62874,32.57428,-117.00182
101450,67575-San Diego / Federal Blvd,5950 Federal Blvd,San Diego,San Diego,CA,92114,1985,Subject to Ordinance,,Self-Storage Facility,51265,69100,32.72756,-117.06856
101451,1855 Dornoch Ct.,1855 Dornoch Ct,San Diego,San Diego,CA,92154,1988,Subject to Ordinance,,Distribution Center,210130,216249,32.56492,-116.93739
101453,Tower 180,180 BRdway,San Diego,San Diego,CA,92101,2020,Subject to Ordinance,,Office,387627,387627,32.71595,-117.16438
101454,3202-3298 Greyling Dr,3202 Greyling Dr,San Diego,San Diego,CA,92123,1957,Subject to Ordinance,,Strip Mall,56394,55863,32.80249,-117.14001
101456,B. St. Cruise Ship Terminal,1140 N Harbor Dr,San Diego,San Diego,CA ,92101-3365,1970,Subject to Ordinance,,Transportation Terminal/Station,147171,,32.7175434,-117.1743805
101457,3165 Pacific Highway,3165 Pacific Hwy,San Diego,San Diego,CA,92101,1960,Subject to Ordinance,,Office,165000,,32.73495,-117.17651
101458,1150 Terminal St,1150 Terminal St,San Diego,San Diego,CA,92101,1964,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Non-Refrigerated Warehouse,385331,2556724,32.69848,-117.15476
100072,1225 Exposition Way,"1225 Exposition Way,Bldg D",San Diego,San Diego,CA,92154,2007,Subject to Ordinance,,Commercial,55948,55948,32.57425,-117.00281
100337,Empire Centre,"7880 Airway Rd, Bldg B",San Diego,San Diego,CA,92154,1999,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Manufacturing/ Industrial/ Lab,57751,57751,32.56115,-116.97009
101461,290 Cedar St,290 Cedar St,San Diego,San Diego,CA,92101,1915,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,44308,44308,32.72225,-117.16235
101462,350 Cedar St,350 Cedar St,San Diego,San Diego,CA,92101,1915,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,47750,47750,32.72221,-117.16159
101463,BMR-CNT 9310 Athena Circle,9310 Athena Circle,La Jolla,San Diego,CA,92037,2018,Subject to Ordinance,,Laboratory,137568,105358,32.87724,-117.21974
100771,Empire Centre A,7920 Airway Rd- Bldg A,San Diego,San Diego,CA,92154-8311,1999,Subject to Ordinance,,Non-Refrigerated Warehouse,64942,67906,32.56195,-116.96994
101465,Park 12-Greystar (Tower),"100 Park Plaza, Park 12-Greystar (Tower)",San Diego,San Diego,CA,92101,2018,Subject to Ordinance,,Multifamily Residence,470335,652900,32.70648,-117.15634
101466,CA095_Eaves Rancho Penasquitos,10024 Paseo Montril,San Diego,San Diego,CA,92129,1986,Subject to Ordinance,,Multifamily Residence,209389,191256,32.95228,-117.10864
101467,Club River Run Apartment Homes,10041 Rio San Diego Dr,San Diego,San Diego,CA,92108-5632,1988,Subject to Ordinance,,Multifamily Residence,296080,296080,32.77691,-117.13224
101468,BRdway Lofts,1007 5th Ave,San Diego,San Diego,CA,92101,2016,Subject to Ordinance,,Multifamily Residence,108065,75436,32.71595,-117.15987
101469,10210 San Diego Mission Rd,10210 San Diego Mission Rd,San Diego,San Diego,CA,92108,1995,Subject to Ordinance,,Multifamily Residence,62728,62728,32.78627,-117.11276
101470,10343 San Diego Mission Rd,10343 San Diego Mission Rd,San Diego,San Diego,CA,92108-2172,1980,Subject to Ordinance,,Multifamily Residence,363543,308912,32.78542,-117.11246
101471,El Pedregal Apartments,"104 Averil Rd, Bldg 104",San Ysidro,San Diego,CA,92173-4536,2010,Subject to Ordinance,,Multifamily Residence,58000,58000,32.55714,-117.05399
101473,1045 San Ysidro Blvd,1045 San Ysidro Blvd,San Diego,San Diego,CA,92173,1988,Subject to Ordinance,,Multifamily Residence,72400,72400,32.56064,-117.06358
101474,Ten Fifty B Apts.,1050 B St,San Diego,San Diego,CA,92101,2010,Subject to Ordinance,,Multifamily Residence,184418,256490,32.71807,-117.15517
101475,Ocean Air  Apartments,10500 Sea Pearl Cove,San Diego,San Diego,CA,92130-4677,2014,Subject to Ordinance,,Multifamily Residence,157670,134013,32.91105,-117.2227
101476,10625 Calle Mar De Mariposa,10625 Calle Mar De Mariposa,San Diego,San Diego,CA,92130,2014,Subject to Ordinance,,Multifamily Residence,384872,384872,32.91342,-117.22708
101477,10752 Scripps Ranch Blvd,10752 Scripps Ranch Blvd,San Diego,San Diego,CA,92131-6001,2002,Subject to Ordinance,,Multifamily Residence,207052,207052,32.91505,-117.11166
101478,Ascent at Campus of Life,9889 Graduate Drway,San Diego,San Diego,CA,92131,2018,Subject to Ordinance,,Multifamily Residence,266361,266361,32.9024,-117.08691
101479,Canyon Rim (11130),10845 Via Los Narcisos,San Diego,San Diego,CA,92129,1970,Subject to Ordinance,,Multifamily Residence,472580,617632,32.97245,-117.09512
101480,10878 Poblado Rd,10878 Poblado Rd,San Diego,San Diego,CA,92127,1989/2008,Subject to Ordinance,,Multifamily Residence,551768,551768,33.0327,-117.08833
101481,10940 Scripps Ranch Blvd,10940 Scripps Ranch Blvd,San Diego,San Diego,CA,92131,1983,Subject to Ordinance,,Multifamily Residence,64280,64280,32.91801,-117.11242
101482,Casoleil Apartments,1100 Dennery Rd,San Diego,San Diego,CA,92154,2002,Subject to Ordinance,,Multifamily Residence,340574,347101,32.57461,-117.03656
101483,SAN DIEGO (603),1335 Cesar E Chavez Pky,San Diego,San Diego,CA,92113,1970,Subject to Ordinance,,Wholesale Club/Supercenter,72000,105000,32.69997,-117.14492
101484,11012 Camino Playa Carmel,11012 Camino Playa Carmel,San Diego,San Diego,CA,92124,1990,Subject to Ordinance,,Multifamily Residence,414968,414968,32.83805,-117.0899
101485,11026 W Ocean Air Dr,11026 W Ocean Air Dr,San Diego,San Diego,CA,92130-4672,2000,Subject to Ordinance,,Multifamily Residence,651378,651378,32.91606,-117.22708
101486,11035 Via Livorno,11035 Via Livorno,San Diego,San Diego,CA,92129,2010,Subject to Ordinance,,Multifamily Residence,457424,470000,32.97582,-117.09199
101487,1110 F St,1110 F St,San Diego,San Diego,CA,92101-6609,2019,Subject to Ordinance,,Multifamily Residence,88000,88000,32.71388,-117.15437
101488,11100 Vista Sorrento Pkwy,11100 Vista Sorrento Pkwy,San Diego,San Diego,CA,92130,2002,Subject to Ordinance,,Multifamily Residence,943000,943000,32.91752,-117.23052
101489,11203 Paseo Montanoso,11203 Paseo Montanoso,San Diego,San Diego,CA,92127,1989,Subject to Ordinance,,Multifamily Residence,303408,346346,32.99799,-117.08608
101490,1148 Beyer Blvd,1148 Beyer Blvd,San Diego,San Diego,CA,92154,1982,Subject to Ordinance,,Multifamily Residence,82276,114675,32.57494,-117.06544
101491,1150 Tesoro Grove Way,1150 Tesoro Grove Way,San Diego,San Diego,CA,92154-3111,2003,Subject to Ordinance,,Multifamily Residence,90647,83390,32.57434,-117.08163
101492,11505 Windcrest Ln,11505 Windcrest Ln,San Diego,San Diego,CA,92128,1989,Subject to Ordinance,,Multifamily Residence,285373,283426,32.97553,-117.0831
101493,Coronado Terrace Apartments - Total,1151 25th St.,San Diego,San Diego,CA,92154,1975,Subject to Ordinance,,Multifamily Residence,270800,298600,32.57486,-117.07655
101494,CARMEL TERRACE - 29106,11540 WINDCREST LANE,San Diego,San Diego,CA,92128,1988,Subject to Ordinance,,Multifamily Residence,314814,298520,32.97916,-117.07874
101495,Otay Park-GK Mgt,1170 30th St,San Diego,San Diego,CA,92154,1981,Subject to Ordinance,,Multifamily Residence,72723,86532,32.57504,-117.07008
101497,11795 Stoney Peak Dr,11795 Stoney Peak Dr,San Diego,San Diego,CA,92128-4211,1989,Subject to Ordinance,,Multifamily Residence,229397,225880,32.97928,-117.07737
101498,11803-11811 Bernardo Ter,11803-11811 Bernardo Ter,San Diego,San Diego,CA,92128-1903,1979,Subject to Ordinance,,Multifamily Residence,85848,85848,33.02709,-117.07705
101499,11820 Paseo Lucido,11820 Paseo Lucido,San Diego,San Diego,CA,92128,1988,Subject to Ordinance,,Multifamily Residence,207752,205548,33.01354,-117.07498
101500,Jefferson @ Carmel Mtn Ranch,11832 Stoney Peak Dr.,San Diego,San Diego,CA,92128,1998,Subject to Ordinance,,Multifamily Residence,346881,246252,33.02706,-117.07686
101501,1190 W San Ysidro Blvd,1190 W San Ysidro Blvd,San Diego,San Diego,CA,92173-1193,1985,Subject to Ordinance,,Multifamily Residence,138630,138630,32.56257,-117.06742
101502,11921 Carmel Creek Rd,11921 Carmel Creek Rd,San Diego,San Diego,CA,92130-2477,2017,Subject to Ordinance,,Multifamily Residence,242871,50000,32.93504,-117.22519
101503,McClintock Warehouse Lofts,1202 Kettner Blvd,San Diego,San Diego,CA,92101-3338,1925,Subject to Ordinance,,Multifamily Residence,61000,61000,32.71831,-117.16949
101504,Island Village,1245 MARKET St,San Diego,San Diego,CA,92101-7337,2001,Subject to Ordinance,,Multifamily Residence,109531,77450,32.7113,-117.1533
101505,Del Mar Ridge - 29189,12629 El Camino Real,San Diego,San Diego,CA,92130,1998,Subject to Ordinance,,Multifamily Residence,271245,313544,32.94722,-117.2365
101506,12646 Torrey Bluff Dr,12646 Torrey Bluff Dr,San Diego,San Diego,CA,92130-4301,1986,Subject to Ordinance,,Multifamily Residence,330640,326840,32.95311,-117.22713
101507,Windwood Village Apartments,12730 Briarcrest Pl,San Diego,San Diego,CA,92130-5701,2003,Subject to Ordinance,,Multifamily Residence,89940,91879,32.95115,-117.20104
101508,12760 Rancho Penasquitos Blvd,12760 Rancho Penasquitos Blvd,San Diego,San Diego,CA,92129,1985,Subject to Ordinance,,Multifamily Residence,136012,136012,32.94789,-117.10749
101509,Vantage Pointe - 29257,1281 9th Avenue,San Diego,San Diego,CA,92101,2000,Subject to Ordinance,,Multifamily Residence,729066,729066,32.71848,-117.15628
101510,130 W Calle Primera,130 W Calle Primera,San Diego,San Diego,CA,92173,1987,Subject to Ordinance,,Multifamily Residence,132664,112288,32.55104,-117.04652
101511,Signature Point,13006 Signature Point,San Diego,San Diego,CA,92130,2001,Subject to Ordinance,,Multifamily Residence,313113,310685,32.95466,-117.2322
101512,1301 5th Ave,1301 5th Ave,San Diego,San Diego,CA,92101-4253,1913,Subject to Ordinance,,Multifamily Residence,100784,81957,32.74026,-117.16007
101513,13030 Rancho Penasquitos Blvd,13030 Rancho Penasquitos Blvd,San Diego,San Diego,CA,92129,1992,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,39560,39560,32.95448,-117.10904
101514,The Village at Del Mar Heights - 29855,13138 Kellam Ct.,San Diego,San Diego,CA,92130,1986,Subject to Ordinance,,Multifamily Residence,158604,156800,32.95681,-117.23344
101515,1330 Market St,1330 Market St,San Diego,San Diego,CA,92101-7631,2013,Subject to Ordinance,,Multifamily Residence,294753,270000,32.71177,-117.15245
101516,Torrey Highlands (tr87),13370 Torrey Meadows Dr,San Diego,San Diego,CA,92129,2002,Subject to Ordinance,,Multifamily Residence,76470,105252,32.96323,-117.1521
101517,Sola,13385 Highlands Pl,San Diego,San Diego,CA,92130,2018,Subject to Ordinance,,Multifamily Residence,236966,384492,32.96122,-117.18942
101518,1343 Market St,1343 Market St,San Diego,San Diego,CA,92101-7313,2015,Subject to Ordinance,,Multifamily Residence,185000,185000,32.71126,-117.15213
101520,1379 27th St,1379 27th St,San Diego,San Diego,CA,92154-3273,1985,Subject to Ordinance,,Multifamily Residence,67850,67850,32.5714,-117.07441
101521,13863 Carmel Valley Rd,13863 Carmel Valley Rd,San Diego,San Diego,CA,92130-5636,2000,Subject to Ordinance,,Multifamily Residence,157476,157476,32.97005,-117.15948
101522,1394 Oro Vista Rd,1394 Oro Vista Rd,San Diego,San Diego,CA,92154,1990,Subject to Ordinance,,Multifamily Residence,136520,136520,32.5714,-117.07991
101523,CA060_AVA Cortez Hill,1399 Ninth Avenue,San Diego,San Diego,CA,92101,1997,Subject to Ordinance,,Multifamily Residence,236645,238315,32.71925,-117.15609
102481,Runway Distribution Cente- Building I ,"9040 Airway Rd, BLDG I, STE  100, STE  200",San Diego ,San Diego ,CA ,92154,2023,Subject to Ordinance,,Distribution,140092,140092,32.7549189,
101525,Vista del Puente: Vista del Puente,1436 South 40th St,San Diego,San Diego,CA,92113,2018,Subject to Ordinance,,Multifamily Residence,54438,60000,32.69116,-117.10838
101526,1437 J St,1437 J St,San Diego,San Diego,CA,92101,2006,Subject to Ordinance,,Multifamily Residence,111804,111804,32.70919,-117.15121
101527,Luma-LMC,1440 Columbia St,San Diego,San Diego,CA,92101-3408,2018,Subject to Ordinance,,Multifamily Residence,234000,274462,32.72036,-117.16766
101528,Presidio View,1440 Hotel Circle North,San Diego,San Diego,CA,92108,2006,Subject to Ordinance,,Multifamily Residence,325000,522576,32.76043,-117.17558
101529,1443 45th St,1443 45th St,San Diego,San Diego,CA,92113,2003,Subject to Ordinance,,Multifamily Residence,70012,70012,32.69178,-117.09787
101530,Form 15 - Essex,1450 Market St,San Diego,San Diego,CA,92101,2015,Subject to Ordinance,,Multifamily Residence,224698,184190,32.71176,-117.15113
101531,"Atmosphere (ph97, tm024, ph96)",1453 4th Ave,San Diego,San Diego,CA,92101-3105,2017,Subject to Ordinance,,Multifamily Residence,488812,196664,32.72061,-117.16083
101533,Luther Tower,1455 2nd Ave,San Diego,San Diego,CA,92101,1964,Subject to Ordinance,,Multifamily Residence,122640,99999,32.72054,-117.16265
101534,Allegro Towers,1455 Kettner Blvd,San Diego,San Diego,CA,92101,2005,Subject to Ordinance,,Multifamily Residence,380271,183158,32.7204,-117.1689
101535,The Heritage,1471 8th Avenue,San Diego,San Diego,CA,92101,2002,Subject to Ordinance,,Multifamily Residence,233759,213058,32.72076,-117.15716
101536,Studio 15,1475 Imperial Ave,San Diego,San Diego,CA,92101,2009,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,27272,233750,32.70595,-117.15079
101537,1475 Island Ave,1475 Island Ave,San Diego,San Diego,CA,92101,2019,Subject to Ordinance,,Multifamily Residence,500000,500000,32.71023,-117.15098
101538,Shift-LMC,1501 Island Ave,San Diego,San Diego,CA,92101,2018,Subject to Ordinance,,Multifamily Residence,366790,359058,32.71022,-117.15008
101540,Cathedral Plaza,1551 3rd Ave,San Diego,San Diego,CA,92101,1975,Subject to Ordinance,,Multifamily Residence,160352,160352,32.72158,-117.16175
102482,Runway Distribution Center- Building II,"9050 Airway Rd, BLDG II, STE  100",San Diego ,San Diego ,CA ,92154,2023,Subject to Ordinance,,Distribution,59905,59905,,
101542,Current,1551 Union St,San Diego,San Diego,CA,92101,2007,Subject to Ordinance,,Multifamily Residence,166859,180092,32.72162,-117.16532
101543,The Clubhouse,1555 Satellite Blvd,San Diego,San Diego,CA,92154,1974,Subject to Ordinance,,Multifamily Residence,87514,80200,32.5685,-117.10047
101544,1560 Coronado Ave,1560 Coronado Ave,San Diego,San Diego,CA,92154-1929,1972,Subject to Ordinance,,Multifamily Residence,71880,71880,32.57702,-117.0999
101545,15605 Avenida Alcachofa,15605 Avenida Alcachofa,San Diego,San Diego,CA,92128,1986,Subject to Ordinance,,Multifamily Residence,160860,160860,32.99743,-117.06821
101546,DEERWOOD (SD) - 29104,15640 BERNARDO CENTER Dr,San Diego,San Diego,CA,92127,1990,Subject to Ordinance,,Multifamily Residence,343469,329258,33.00515,-117.09402
101547,1587 Oro Vista Rd,1587 Oro Vista Rd,San Diego,San Diego,CA,92154-4056,1987,Subject to Ordinance,,Multifamily Residence,195960,195960,32.56701,-117.07717
101548,Overlook at Bernardo,15909 Avenida Venusto,San Diego,San Diego,CA,92128,2005,Subject to Ordinance,,Multifamily Residence,361056,246582,33.00154,-117.0746
101549,The Artisan,1601 BRdway,San Diego,San Diego,CA,92101-5709,2018,Subject to Ordinance,,Multifamily Residence,228650,127976,32.71553,-117.14921
101550,Gateway Family,1605 Logan Ave,San Diego,San Diego,CA,92113,2007,Subject to Ordinance,,Multifamily Residence,70241,53654,32.70443,-117.14911
100311,6794 Calle De Linea,6794 Calle De Linea,San Diego,San Diego,CA,92154,2001,Subject to Ordinance,,Commercial,51304,51304,32.54803,-116.99453
101552,1616 Guy St,1616 Guy St,San Diego,San Diego,CA,92103-3768,1963,Subject to Ordinance,,Multifamily Residence,120000,120000,32.74383,-117.17801
101553,1642 University Ave,1642 University Ave,San Diego,San Diego,CA,92103,2018,Subject to Ordinance,,Multifamily Residence,52500,52500,32.74864,-117.14886
101554,1644 Thomas St,1644 Thomas St,San Diego,San Diego,CA,92109,1985,Subject to Ordinance,,Multifamily Residence,50000,50000,32.79738,-117.23901
101555,LOS VIENTOS,1668 National Ave,San Diego,San Diego,CA,92113,2009,Subject to Ordinance,,Multifamily Residence,149934,120904,32.70374,-117.14894
101556,Camden Tuscany-Camden,1670 Kettner Blvd,San Diego,San Diego,CA,92101,2000,Subject to Ordinance,,Multifamily Residence,179048,142560,32.72248,-117.1696
101557,Westminster Manor Apartments,1730 3rd Ave,San Diego,San Diego,CA,92101,1970,Subject to Ordinance,,Multifamily Residence,118453,68970,32.72335,-117.16233
101558,Vantaggio Suites STATE ST.,1736 State St,San Diego,San Diego,CA,92101-2513,1994,Subject to Ordinance,,Multifamily Residence,86367,88867,32.72331,-117.16716
101559,1755 Logan Ave,1755 Logan Ave,San Diego,San Diego,CA,92113,2009,Subject to Ordinance,,Multifamily Residence,72250,99999,32.70301,-117.14693
101560,Oro Vista Villas,1767 Oro Vista Rd,San Diego,San Diego,CA,92154,1986,Subject to Ordinance,,Multifamily Residence,187584,179428,32.56487,-117.07762
100731,"bkmBorderpoint 230, LLC",6754 Calle De Linea,San Diego,San Diego,CA,92154,2001,Subject to Ordinance,,Distribution Center,171516,89931,32.54784,-116.99611
101562,1790 Del Sur Blvd,1790 Del Sur Blvd,San Ysidro,San Diego,CA,92173,1982,Subject to Ordinance,,Multifamily Residence,316494,316494,32.56417,-117.05621
101563,1810 State St,1810 State St,San Diego,San Diego,CA,92101,2017,Subject to Ordinance,,Multifamily Residence,116110,90000,32.72413,-117.16699
101564,1825 Hancock St,1825 Hancock St,San Diego,San Diego,CA,92110-2074,2012,Subject to Ordinance,,Multifamily Residence,99894,99894,32.74225,-117.1844
101565,18795 Caminito Cantilena,18795 Caminito Cantilena,San Diego,San Diego,CA,92128-6190,1988,Subject to Ordinance,,Multifamily Residence,124678,124678,33.0525,-117.0708
101566,1919 Pacific Hwy,1919 Pacific Hwy,San Diego,San Diego,CA,92101,2018,Subject to Ordinance,,Multifamily Residence,120983,120983,32.72363,-117.1711
101567,1930 Emerald St,1930 Emerald St,San Diego,San Diego,CA,92109,1963,Subject to Ordinance,,Multifamily Residence,56970,56970,32.80326,-117.23522
101006,Teradata Building C,"17087 Via Del Campo, BLDG C",San Diego,San Diego,CA,92127-1711,1983,Subject to Ordinance,,Office,209394,209394,33.0214,-117.09235
101569,BRdstone Little Italy,1980 Kettner Blvd,San Diego,San Diego,CA,92101,2014,Subject to Ordinance,,Multifamily Residence,213921,204722,32.72469,-117.16993
101570,Mercado del Barrio,1985 National Ave,San Diego,San Diego,CA,92113,2010,Subject to Ordinance,,Multifamily Residence,93171,93171,32.69947,-117.14378
101571,2001 Newton Ave,2001 Newton Ave,San Diego,San Diego,CA,92113,1994,Subject to Ordinance,,Multifamily Residence,179622,179622,32.69796,-117.14355
101572,Vista la Rosa,2002 Rimbey Ave,San Diego,San Diego,CA,92154-3031,1964,Subject to Ordinance,,Multifamily Residence,214706,274280,32.56914,-117.08952
101573,2005 Alaquinas Dr,2005 Alaquinas Dr,San Ysidro,San Diego,CA,92173-2152,1983,Subject to Ordinance,,Multifamily Residence,63738,82746,32.55935,-117.04357
101574,2015 Hancock St,2015 Hancock St,San Diego,San Diego,CA,92110,1970,Subject to Ordinance,,Multifamily Residence,99999,98848,32.7439,-117.188
101007,17089 Via Del Campo,17089 Via Del Campo,San Diego,San Diego,CA,92127-1726,1995,Subject to Ordinance,,Office,155067,155067,33.02121,-117.09223
101576,202 W San Ysidro Blvd,202 W San Ysidro Blvd,San Diego,San Diego,CA,92173-2416,1987,Subject to Ordinance,,Multifamily Residence,64341,64341,32.55361,-117.04852
101577,2020 El Cajon Blvd,2020 El Cajon Blvd,San Diego,San Diego,CA,92104,2020,Subject to Ordinance,,Multifamily Residence,168203,168203,32.75548,-117.1433
101578,2040 Columbia St,2040 Columbia St,San Diego,San Diego,CA,92101,2004,Subject to Ordinance,,Multifamily Residence,77679,86400,32.7257,-117.16886
101008,17095 Via Del Campo,"17095 Via Del Campo,  BLDG A",San Diego,San Diego,CA,92127-1711,1995,Subject to Ordinance,,Office,176222,176222,33.02018,-117.09342
101580,Mesa Family Villas,2065 Avenida Del Mexico,San Diego,San Diego,CA,92154,2003,Subject to Ordinance,,Multifamily Residence,57298,57298,32.58292,-117.08926
101581,2125 Westinghouse St,2125 Westinghouse St,San Diego,San Diego,CA,92111,1980,Subject to Ordinance,,Multifamily Residence,74157,135394,32.78226,-117.16894
101582,2132 - 2172 Garston St,2132 - 2172 Garston St,San Diego,San Diego,CA,92111,1972,Subject to Ordinance,,Multifamily Residence,137640,137640,32.7833,-117.16607
101583,Cedar Shores - Sunrise,2151 Oliver Ave,San Diego,San Diego,CA,92109,1972,Subject to Ordinance,,Multifamily Residence,60720,60720,32.79701,-117.22923
101584,AV8,2155 Kettner Blvd,San Diego,San Diego,CA,92101-1736,2018,Subject to Ordinance,,Multifamily Residence,184338,184338,32.72671,-117.17024
101585,The Missions at Rio Vista,2242 Gill Village Way,San Diego,San Diego,CA,92108-5529,1998,Subject to Ordinance,,Multifamily Residence,413598,665523,32.77419,-117.14791
101586,The Promenade,2185 Station Village Way,San Diego,San Diego,CA,92108,2002,Subject to Ordinance,,Multifamily Residence,953681,1416604,32.77457,-117.14164
101587,220 47th St,220 47th St,San Diego,San Diego,CA,92102,1985,Subject to Ordinance,,Multifamily Residence,132020,140984,32.70692,-117.0945
101588,2220 C St,2220 C St,San Diego,San Diego,CA,92102,1986,Subject to Ordinance,,Multifamily Residence,52170,56940,32.71715,-117.14358
101589,Paseo at COMM22,2325 Commercial St,San Diego,San Diego,CA,92113,2014,Subject to Ordinance,,Multifamily Residence,179000,179000,32.70501,-117.14341
101590,2233 Ulric St,2233 Ulric St,San Diego,San Diego,CA,92111-6404,1942,Subject to Ordinance,,Multifamily Residence,68948,68948,32.78488,-117.16877
101591,224 Sycamore Rd,224 Sycamore Rd,San Ysidro,San Diego,CA,92173,1983,Subject to Ordinance,,Multifamily Residence,81866,81866,32.55008,-117.04442
101592,2265 River Run Dr,2265 River Run Dr,San Diego,San Diego,CA,92108-5869,1986,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Multifamily Residence,38736,154944,32.7782,-117.1331
101593,2288 Fenton Pkwy,2288 Fenton Pkwy,San Diego,San Diego,CA,92108-4740,2000,Subject to Ordinance,,Multifamily Residence,692624,692624,32.77929,-117.12893
100908,10920 Technology Pl,10920 Technology Pl,San Diego,San Diego,CA,92127-1874,2002,Subject to Ordinance,,Office,210284,215000,33.0098,-117.09399
101595,2330 Grove Ave,2330 Grove Ave,San Diego,San Diego,CA,92154,1970,Subject to Ordinance,,Multifamily Residence,65960,65960,32.57391,-117.08242
100979,SCA Campus,16250 Technology Place,San Diego,San Diego,CA,92127-1800,1978,Subject to Ordinance,,Office,410930,205000,33.00997,-117.09294
101597,Versa,2365 Via Alta,San Diego,San Diego,CA,92108-4374,2014,Subject to Ordinance,,Multifamily Residence,126605,89054,32.77586,-117.15009
100914,"11045 Technology Pl, Building C",11045 Technology Pl,San Diego,San Diego,CA,92127,1990,Subject to Ordinance,,Manufacturing/Industrial Plant,217645,108381 ,33.00717,-117.09208
101599,240 Euclid Ave,240 Euclid Ave,San Diego,San Diego,CA,92114,1976,Subject to Ordinance,,Multifamily Residence,82000,84232,32.70675,-117.08527
102469,Bldg A,11035 Technology Place,San Diego,San Diego,CA,92127,1990,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,50689,50689,,
101601,Portofino,2500 Northside Dr,San Diego,San Diego,CA,92108-2824,2005,Subject to Ordinance,,Multifamily Residence,585122,718552,32.78417,-117.12933
101602,2507 Northside Dr,2507 Northside Dr,San Diego,San Diego,CA,92108,1998/2006,Subject to Ordinance,,Multifamily Residence,589836,589836,32.78468,-117.12811
100980,16397 W Bernardo Dr,16397 W Bernardo Dr,San Diego,San Diego,CA,92127,1981,Subject to Ordinance,,Office,123881,132000,33.01159,-117.08882
100984,16409 West Bernardo Dr,16409 W Bernardo Dr,San Diego,San Diego,CA,92127-1877,1987,Subject to Ordinance,,Office,159353,160925,33.01233,-117.09025
100135,2200 Pacific Hwy Building D1,"2200 Pacific Hwy, BLDG D1",San Diego,San Diego,CA,92101-1745,2000,Subject to Ordinance,,Manufacturing,59748,59748,32.72678,-117.17281
101606,2635 2nd Ave,2635 2nd Ave,San Diego,San Diego,CA,92103,,Subject to Ordinance,,Senior Living Community,111287,96896,32.73306,-117.16259
101607,The Pacific at Mission Bay,2636 Grand Ave,San Diego,San Diego,CA,92109,1971,Subject to Ordinance,,Multifamily Residence,101882,98561,32.8026,-117.2214
101608,2643 W Canyon Ave,2643 W Canyon Ave,San Diego,San Diego,CA,92123-4645,1999,Subject to Ordinance,,Multifamily Residence,314993,314993,32.79795,-117.11771
101025,2200 Pacific Hwy Building C,"2200 Pacific Hwy, BLDG C",San Diego,San Diego,CA,92101,2000,Subject to Ordinance,,Commercial,174034,174034,32.72678,-117.17281
101610,2707 Mission Village Dr,2707 Mission Village Dr,San Diego,San Diego,CA,92123-3249,1965,Subject to Ordinance,,Multifamily Residence,142748,142748,32.79521,-117.12398
101611,Bay View Apartments Front Office,2710 Grand Ave,San Diego,San Diego,CA,92109,1962/2022,Subject to Ordinance,,Multifamily Residence,51510,51510,32.80277,-117.2193
101612,CA026_Eaves Mission Ridge,2745 Meadowlark Dr,San Diego,San Diego,CA,92123,1960,Subject to Ordinance,,Multifamily Residence,259718,207675,32.79213,-117.15407
101613,2799 Adrian St,2799 Adrian St,San Diego,San Diego,CA,92110-5713,1958,Subject to Ordinance,,Multifamily Residence,550950,549050,32.74931,-117.22572
