objectid,site_code,common_nm,managing_dept,location,cmty_plan,desg_use,site_acres,dedicated_park,pud_branch,site_restriction,reso_ord_num,reso_ord_dt,globalid,shape_Length,shape_Area
102,I401RS,SANDBURG PARK,Parks & Recreation,AV. DEL GATO & C ZAPATA,Mira Mesa,NPARK,0.017000000000000,N,,NONE,R-000000,?,{63A9A603-E8B5-4C99-84E1-29E58408E0FA},140.433848508717460,619.485207447647099
103,K204RO,LA JOLLA OPEN SPACE,Parks & Recreation,N TOR PINE RD NLY LJ SHRS DR,La Jolla,OSDED,0.840000000000000,Y,,DEDOS,O-16606,03/10/1986,{45FDD58F-CA65-4459-ACA7-0831F64D8489},1142.960468827060140,29060.647509070535307
104,R552RU,SWITZER OPEN SPACE,Parks & Recreation,REDWOOD & 32ND STS,Greater North Park,OSDED,0.511000000000000,Y,,DEDOS,R-307952,01/02/2013,{1E0134DC-3188-41F9-B8C1-B2787D996C2F},1134.447512607035151,23226.346396083477885
105,Q303RS,PRESIDIO PARK,Parks & Recreation,TAYLOR ST ELY; I-8 SLY,Old Town San Diego,RPARK,6.515000000000000,N,,SFR,R-184188,06/29/1965,{45E85061-0F38-4C86-A028-5D1C02934D60},5450.563680979897981,326831.334148906811606
106,P504RD,ADAMS AVE COMM PARK,Parks & Recreation,ADAMS AVE & 35TH ST,Normal Heights,CMTYPK,1.467000000000000,Y,,DEDOS,O-18751,03/03/2000,{B1B91FDD-D36F-4D0C-80C5-2C3469F213B1},1004.271529362617798,63615.408881470706547
107,I513RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,"I-15 ELY OF, SLY SCRIPPS POWAY PKWY",Miramar Ranch North,OSDED,41.488000000000000,Y,,DEDOS,R-307952,01/02/2013,{13447E09-1B6E-4C41-AB23-DFB1BDB75AE2},9486.556118750520909,1807480.649297220632434
108,R512RU,SWITZER OPEN SPACE,Parks & Recreation,JUNIPER ST & BALBOA PARK,Greater North Park,OSDESG,0.407000000000000,N,,NONE,R-223693,06/11/1979,{8AF5267D-20B2-4044-A780-1DB3A51B5BF0},491.805476657189956,14231.047394901645021
109,Q644LB,CITY HEIGHTS BRANCH LIBRARY,Library,3795 FAIRMOUNT AVE.,City Heights,LIB,1.151000000000000,Y,,DEDOS,O-18759,03/03/2000,{6E9E9247-20FB-4A50-A32B-342C7FAB0B4E},1272.139288263533217,49128.025944446861104
110,F408FS,FIRE STATION #46,Fire-Rescue,14556 LAZANJA DR,Black Mountain Ranch,FIRESTAT,1.073000000000000,N,,NONE,R-250320,10/01/1979,{386F25C0-A19E-4A8F-B99C-9761D0BA1F3A},832.240512113690215,46743.495118547303719
111,M505PM,SITE 578,Real Estate,MAGNATRON BL NWLY KRNY MESA RD,Kearny Mesa,NOTDESG,0.959000000000000,N,,VERNAL,R-115677,12/08/1953,{78245E3B-1606-430B-ACF0-B47162D1AB87},972.410046926080668,43745.712667527834128
112,L704RO,MISSION TRAILS OPEN SPACE - EAST ELLIOTT,Parks & Recreation,SOLEDAD FWY ELY SPRING CANYON RD.,East Elliott,OSDED,66.683000000000007,Y,,DEDOS,R-307952,01/02/2013,{B8A40168-5C84-47C1-AB46-E3C7B8F610CB},7876.668548735243348,2961418.537836740724742
113,O213LB,PACIFIC BEACH BRANCH LIBRARY,Library,4275 CASS ST.,Pacific Beach,LIB,3.100000000000000,N,,SFR,R-271851,09/12/1988,{5991C1B5-0EEE-4BF8-9C7B-768EF58D9EDE},1542.345023923760891,135499.793213748955168
114,Y601FS,FIRE STATION #30,Fire-Rescue,2265 CORONADO AVE,Otay Mesa-Nestor,FIRESTAT,0.287000000000000,N,,NONE,R-148919,07/22/1958,{FF5F413E-F792-44BA-BFA6-9C7C0B45D53F},466.205450086800283,13461.022442948595199
115,P201R4,OCEAN BEACH PARK,Parks & Recreation,BEACH BETW VOLTAIRE & NIAGARA,Ocean Beach,RPARK,35.780000000000001,Y,,DEDOS,O-8881,09/10/1963,{6143B56B-B3FA-400A-815F-480ACE5B7434},8531.757901649392807,1368087.145188617985696
116,M605RO,TIERRASANTA OPEN SPACE,Parks & Recreation,VILLARRICA WY SLY PORTOBELO,Tierrasanta,OSDED,40.557000000000002,Y,,DEDOS,R-307952,01/02/2013,{AD2DB271-2C04-43B9-89E2-25B1037748D1},10419.534173585647295,1730744.765290280338377
117,F602WR,POMERADO PARK RESERVOIR,PUD - Water,I-15 RCHO BERNARDO SELY OF,Rancho Bernardo,RESERVOIR,0.900000000000000,N,WATER,UNK,R-253167,11/24/1980,{6CB71225-3805-437F-AB53-42938AD58F34},703.707692231275360,39406.102375459275208
118,M701R5,MISSION TRAILS OPEN SPACE    FM,Parks & Recreation,JUNIPERO SERRA TRAIL,Navajo,OSDED,81.480000000000004,Y,,DEDOS,O-16201,05/23/1984,{3C9C40C7-6B21-4301-8BBA-96E5E3C6D94D},8092.461337057461606,3272636.040625064633787
119,I204RS,OCEAN AIR COMM PARK,Parks & Recreation,FAIRPORT WY NLY/ELY E. OCEAN AIR DR,Carmel Valley,CMTYPK,5.988000000000000,N,,NONE,R-294775,04/16/2001,{7ECA14F9-FF6A-433F-B09D-43A612EF7F3C},2489.500808201567452,260850.743854947795626
120,R212PM,OCEAN BEACH CHILDCARE PROJECT,Real Estate,2031 & 2041 CHATSWORTH BLVD,Peninsula,NONCITY,0.330000000000000,N,,NONE,R-264986,02/03/1986,{A5E3B0A9-0DA2-44FD-97E8-8247BA5C7241},500.981728841559175,15106.019303829014461
121,Q644RD,CITY HEIGHTS COMM PARK,Parks & Recreation,44TH ST ELY FAIRMOUNT NLY LANDIS,City Heights,CMTYPK,2.480000000000000,Y,,DEDOS,O-18759,03/03/2000,{60FBF69B-C23E-48D2-9798-6C351990FCFC},3839.044946431827611,105781.306334440436331
122,S624PM,MOUNTAIN VIEW CMTY CTR,Real Estate,841 S. 41ST STREET,Southeastern San Diego,LEASE,3.814000000000000,N,,NONE,R-206799,10/16/1972,{019322D1-D0C1-4202-8B6F-3A4D600AE2B9},2298.296760417320456,175687.842444995883852
123,P704WM,MOHAWK PUMP PLANT,PUD - Water,MOHAWK & 69TH ST,College Area,WTRPUMP,0.207000000000000,N,WATER,NONE,R-000000,?,{2A795C0F-79EC-4E86-B249-0A97DB88FBB5},436.219656888206373,9787.531378590812892
124,N403PM,LA CASA BALBOA SITE,Real Estate,6106 BEADNELL WAY,Clairemont Mesa,HOUSING,1.520000000000000,N,,NONE,R-223353,04/24/1979,{834AC158-BF8A-474C-B5D6-F403541F0186},1213.547831509304388,88405.530772021636949
125,Q545R1,CENTRAL AVE MINI-PARK,Parks & Recreation,CENTRAL BETWEEN DWIGHT & LANDIS,City Heights,NPARK,0.370000000000000,N,,SFR,R-302756,06/27/2007,{5DEE6B2B-9AFF-48CC-9AE3-94126E625E6A},529.880888740184560,16051.198703361376829
126,Y802PA,BROWN FIELD AIRPORT,Airports,1424 Continental Street,Otay Mesa,AIRPORT,844.320000000000050,N,,MULTIPLE,R-173066,10/16/1962,{7BFE4F53-B116-4C73-9530-A388168EECC3},30773.434839912366442,37326319.947111822664738
127,L207PM,LA JOLLA ATHL AREA ADJCT,Real Estate,TORREY PINES RD SLY N TORREY PN,La Jolla,NOTDESG,0.132000000000000,N,,NONE,R-000000,?,{3656122B-3180-4C02-8AF6-57F203D5D7F0},884.821474636495282,6124.601909965815139
128,S428MM,SEWER PUMP STATION #05,PUD - Wastewater,HARBOR DR & BEARDSLY SW COR,Centre City,SWRPUMP,0.061000000000000,N,WASTE,NONE,R-277386,02/19/1991,{BED91151-7389-41D5-875F-43568ABFABA8},302.991379684943126,4889.563295365927843
129,J410RO,LOS PENASQUITOS CYN OPEN SPACE,Parks & Recreation,NLY MIRA MESA BL WLY PENARA ST,Mira Mesa,OSDED,2.350000000000000,Y,,DEDOS,R-303253,12/18/2007,{A578754A-EA6A-4E1E-9803-A92FC7C67734},1504.401494575987726,98135.909301173567655
130,O710R2,MISSION TRAILS OPEN SPACE    LM,Parks & Recreation,NAVAJO RD ELY GOLFCREST DR,Navajo,OSDESG,81.444999999999993,N,WATER,UNK,R-000000,?,{39C02724-5B28-4CE5-BF4C-4C6557539DBB},9820.661425795200557,3238440.398488647304475
131,S802RD,SKYLINE HILLS COMM PARK,Parks & Recreation,SKYLINE DR AT SUNNYSIDE,Skyline-Paradise Hls,CMTYPK,10.507999999999999,Y,,DEDOS,O-11600,05/15/1975,{5B24EA01-32D5-4C65-85E3-304BFC3AB32F},2718.144487663518703,440385.550910687306896
132,H340RU,CARMEL VALLEY OPEN SPACE,Parks & Recreation,CARMEL COUNTRY/DEL MAR TRAILS RDS,Carmel Valley,OSDESG,1.027000000000000,N,,SFR,R-000000,?,{ADF44055-56CD-4262-91DC-C118D5287E18},1659.081312007119323,44744.938040094937605
133,H616RD,SOUTH CREEK PARK,Parks & Recreation,WICKERBAY CV SLY SABER SPRINGS PKWY,Sabre Springs,NPARK,4.630000000000000,Y,,DEDOS,O-18775,03/03/2000,{7F5BE34F-F63F-4E50-9328-6AF36EF709F3},2249.373983411829613,201828.294836328219390
134,Q305GM,SD RIVER FLOOD CHANNEL,Stormwater,I-5 & FRIARS RD SELY OF,Mission Valley,FLDCTRL,2.009000000000000,N,,NONE,R-222384,12/11/1978,{2FEA391C-5CCC-4282-9ED4-DF74B6E05545},1250.427934891926725,83384.424454669031547
135,P302RO,TECOLOTE CYN NAT OPEN SPACE PARK,Parks & Recreation,TECOLOTE RD SLY CROSS ST,Linda Vista,OSDED,287.286000000000001,Y,,DEDOS,O-12235,12/14/1977,{FE7272EE-7E0F-44CA-BAD8-AAA78E290852},48206.582658504754363,12702226.212244682013988
136,I405RO,LOPEZ CANYON OPEN SPACE,Parks & Recreation,NEW SALEM ST NWLY OF,Mira Mesa,OSDED,0.322000000000000,Y,,DEDOS,R-303253,12/18/2007,{19C237C0-731D-4ED6-B79A-E4B0F6FF1992},527.704197419027423,14665.209056161458648
137,H310RO,CARMEL VALLEY OPEN SPACE,Parks & Recreation,DEL MAR HTS RD/LANSDALE DR,Carmel Valley,OSDESG,1.331000000000000,N,,DEDOS,R-307952,01/02/2013,{7DDC268C-4945-4BD3-A70D-1659318DEA71},1064.437849938168711,58148.113054990310047
138,O411RU,TECOLOTE CYN NAT OPEN SPACE PARK,Parks & Recreation,GENESEE NWLY/ELY BOYD AV,Clairemont Mesa,OSDESG,1.670000000000000,N,,NONE,R-000000,?,{733DB2D6-257B-4925-8982-974825FAE193},1690.693646015105514,20867.165789162805595
139,Y606RD,SUNNYSLOPE PARK       724,Parks & Recreation,PALM WLY DESTY ST,Otay Mesa-Nestor,NPARK,4.170000000000000,Y,,DEDOS,O-12459,10/06/1978,{B7749EFB-F4A7-4F76-8C70-3820F0AC86E7},1782.907954127093035,184462.102571127470583
140,S408P3,CIVIC CENTER ACCESS,Real Estate,THIRD AV & B ST,Centre City,ACCESS,1.065000000000000,N,,NONE,R-0000000,?,{4962C838-FD65-45C6-ACC4-87106C024D20},1325.672407891625198,46355.831950512219919
141,T612PM,SITE 669-B,Real Estate,COTTONWOOD ST NLY MARINE VW AV,Southeastern San Diego,NOTDESG,0.148000000000000,N,,UNK,R-276627,10/01/1990,{9CB7FDC7-7ABB-46E2-84F7-B0FB87FD5380},299.112974236003140,4933.826317137854858
142,K801RU,MISSION TRAILS OPEN SPACE - EAST ELLIOTT,Parks & Recreation,MAST BLVD NLY/ELY FANITA PKWY,East Elliott,OSDESG,84.305000000000007,N,,SFR,R-209358,12/12/2014,{3D955B3D-5C0A-402D-AE7B-AFDC7EBDBCA4},17392.322567924624309,3620234.642323938198388
143,X606MM,SEWER PUMP STATION #09A,PUD - Wastewater,WEST END OF BOUNDARY ST WLY SATURN,Otay Mesa-Nestor,SWRPUMP,0.172000000000000,N,WASTE,NONE,R-266289,07/28/1986,{DEF21C3D-EB16-4BB0-83B8-9FE8307FA8E4},349.999913791417725,7499.985254602242094
144,N703WR,SAN CARLOS WTR RESERVOIR,PUD - Water,TOMMY ST NORTH END,Navajo,RESERVOIR,2.250000000000000,N,WATER,NONE,R-000000,?,{F472DCCF-231D-4C69-AF0C-99F0CF47E96C},1233.442818913203155,94256.213344053947367
145,O411R6,TECOLOTE CYN NAT OPEN SPACE PK,Parks & Recreation,OSLER & WHEATSTONE,Linda Vista,OSDED,18.980000000000000,Y,WATER,DEDOS,O-15249,04/28/1980,{0FE5372D-D892-4D56-A752-E16B6698B798},10224.963483375318901,715636.945036825258285
146,R523RO,34TH ST CANYON OPEN SPACE,Parks & Recreation,FIR ST & GREGORY ST ELY,Greater Golden Hill,OSDED,0.425000000000000,Y,,DEDOS,R-303253,12/18/2007,{76E2D817-DDB6-4C79-B85A-F0645A7A90BE},526.845974473449587,16946.493180304729322
147,M102PM,FAY AV (PROPOSED),Real Estate,FAY AV SWLY NAUTILUS,La Jolla,NOT DESIGNATED,8.746000000000000,N,,NONE,R-223353,04/24/1979,{33660F78-30C1-433A-8A20-44B8E0A9EFCE},4037.750119948898828,380982.812564935535192
148,N502RD,SERRA MESA COMMUNITY PARK,Parks & Recreation,VILLAGE GLEN DR & GLENCOLUM DR,Serra Mesa,CMTYPK,20.024000000000001,Y,,DEDOS,O-99999,?,{F6E3FD4E-7B34-4C31-99E5-10801846A97A},5907.330620136330253,858599.653964571771212
149,N303R1,NORTH CLAIREMONT COMM PK,Parks & Recreation,4421 - 4425 Bannock Ave,Clairemont Mesa,CMTYPK,14.760000000000000,Y,,DEDOS,O-11421,10/24/1974,{9B8F48ED-17E6-4213-BF80-67F8D5E63BC2},3613.768520452570101,631519.432696835603565
150,S734RD,MARIE WIDMAN MEMORIAL PARK,Parks & Recreation,IMPERIAL & DRAKE,Skyline-Paradise Hls,NPARK,1.907000000000000,Y,,DEDOS,R-307952,01/02/2013,{6FE2EC6B-2AC3-4661-8D6B-D30665C6154C},1126.841739229647374,82167.968504673379357
151,Y715RO,OTAY MESA OPEN SPACE,Parks & Recreation,OCEAN VIEW HILLS PKWY SWLY OF,Otay Mesa,OSDED,37.448999999999998,Y,,DEDOS,R-303253,12/18/2007,{0DA69A9C-F263-452F-A122-93C4C766538A},9739.972621547443850,1631272.539575063390657
152,U004WW,OTAY RES (UPPER) LAND,PUD - Water,OTAY LAKES RD NLY OF,Co-Otay,WATERSHED,5.070000000000000,N,WATER,NONE,R-250320,10/01/1979,{917BD8A3-2AF9-4ED4-86E8-CB686AEF5A4C},2002.796273341973574,224109.782478114473633
153,T505GM,CHOLLAS CREEK CHANNEL,Stormwater,NATIONAL AV ELY 33RD ST,Southeastern San Diego,DRAIN,0.363000000000000,N,,NONE,R-251224,02/19/1980,{029F8C15-BE5F-4D31-A0D7-868FEC29A6B1},541.711457021070828,16211.476021584061527
154,M401P1,SITE 570-B,Real Estate,I-805 & CLMT MESA NWLY OF,Clairemont Mesa,NOTDESG,0.803000000000000,N,,UNK,R-279820,04/27/1992,{D5690E16-7E0B-4212-A7AC-D09D246C185C},1559.279067089125419,35467.512663134664763
155,L802RU,MISSION TRAILS OPEN SPACE - EAST ELLIOTT,Parks & Recreation,MAST BLVD NORTHERLY OF,East Elliott,OSDESG,25.000000000000000,N,,SFR,R-313973,03/22/2022,{4E19AE7F-E790-4AFF-A56E-5830411DDFB0},4120.047015407346407,1042430.430663891835138
156,J411RO,VERNAL POOL HABITAT,Parks & Recreation,SLY BACKER RD SELY PARKDALE,Mira Mesa,OSDED,19.100000000000001,Y,,DEDOS,Multiple, ,{1E33EEA0-8A70-45F1-8144-DAE859C56F1F},4794.012353516762232,816471.491615519858897
157,T616PM,SITE 718,PUD - Water,REO CT ELY OLIVE AV,Skyline-Paradise Hls,NOTDESG,0.200000000000000,N,WATER,NONE,R-279820,04/27/1992,{6C745639-91EC-48F0-B962-400CEAFDBC3E},730.277743183712914,9874.198650382160849
158,J603R1,FORESTVIEW MINI-PARK,Parks & Recreation,FORESTVIEW LN ELY PINE FALL CT,Scripps Miramar Rch,MPARK,0.358000000000000,Y,,DEDOS,O-16752,11/10/1986,{BF3C72AF-C1EB-42CD-8A18-9A4BF73626A3},482.638352486528333,14292.331058118570581
159,T534PM,RELQ.REED & HUBBELL BLK 5,Real Estate,I-5 BTWN LOGAN & NATIONAL AVE,Barrio Logan,NOTDESG,0.036000000000000,N,,NONE,R-000000,?,{6E692808-1864-475B-B52A-54289EDCC01F},183.141125200883153,1429.142113485840355
160,O409PM,SITE 560-A,PUD - Water,MEADOWLARK DR & MOCKINGBIRD SE,Serra Mesa,NOTDESG,0.145000000000000,N,WATER,MULTIPLE,R-279820,04/27/1992,{3CB34AE4-578C-46CE-BEC2-338CC2E643B4},329.450426823392320,5882.969363595495452
161,S725W1,WATER PUMP STATION,PUD - Water,CIELO DR & PAGEL PLACE,Encanto,WTRPUMP,0.031000000000000,N,WATER,NONE,R-289617,01/12/1998,{83D8653A-1D3C-4AF9-9531-CABB1E23E3F3},185.867256189213407,1133.267634120650655
162,Z712PM,SITE 711,PUD - Water,SUNSET BTWN AVERIL & ALVERSON,San Ysidro,NOTDESG,0.022000000000000,N,WATER,NONE,R-279820,04/27/1992,{5D8DB3BD-66E6-4485-9016-AA809AD2F1E1},214.795225814330905,1407.480046822574877
163,P201R5,PACIFIC BEACH PARK    511,Parks & Recreation,BEACH BETW GARNET & S. RITA,Pacific Beach,NPARK,8.351000000000001,Y,,DEDOS,O-15937,04/11/1983,{E0810DD2-AEFC-42BE-A957-CDD5957DC32A},5016.547228571739652,352831.813597459811717
164,T516PM,SITE 496,Real Estate,BIRCH ST WLY OSBORN ST,Southeastern San Diego,NOTDESG,0.174000000000000,N,,NONE,R-268357,05/18/1987,{892338FF-6DF1-4363-8297-5724F004DAB1},400.632489249738512,6711.141503368598023
165,R556RO,SWITZER OPEN SPACE,Parks & Recreation,30TH ST ELY OF MAPLE CT,Greater North Park,OSDED,0.160000000000000,Y,,NONE,O-19015,12/13/2001,{9FFF5A37-A83A-4AF6-AD60-8BDA69D4D9F6},400.194892085188712,6849.088253803928637
166,Q416RO,UPTOWN OPEN SPACE,Parks & Recreation,JOHNSON AV & 10TH AV NELY,Uptown,OSDED,0.086000000000000,Y,,DEDOS,R-307952,01/02/2013,{F0FE5E3D-FF60-4CB9-91A2-AEDBBE3DACF5},352.875019481800678,3763.912126486899069
167,H618RO,SABRE SPRINGS OPEN SPACE,Parks & Recreation,SABRE HILL DR SWLY & ELY I-15,Sabre Springs,OSDED,11.179000000000000,Y,,DEDOS,R-307952,01/02/2013,{E9449DF7-93B2-4EB4-A9FB-06A578714B81},3520.597650708376023,483666.335415343637578
168,P317PM,SITE 456,Real Estate,FRIARS RD & COLUSA ST NE COR,Linda Vista,SSLRPS,0.290000000000000,N,,SFR,R-276627,10/01/1990,{16650125-5A83-4834-BFA2-036B896E055D},512.065312481469618,13864.728576142430029
169,L218PM,N TORREY PINES RD STRIP,Transportation,N TORREY PINES RD WLY LJ VLG DR,La Jolla,STREET,0.069000000000000,N,,NONE,R-000000,?,{B40610FD-FA82-4D55-8E55-4A4AE060410C},688.798173097713175,3519.725132776005466
170,H336RO,CARMEL VALLEY OPEN SPACE,Parks & Recreation,DEL MAR HTS RD SLY LANSDALE,Carmel Valley,OSDED,7.920000000000000,Y,,DEDOS,R-307952,01/02/2013,{1F0981DA-7F5C-4261-B66F-7079F2469FC4},3402.224920079550429,344993.362119622353930
171,Q211P2,W PT LOMA & NIMITZCORNER,Real Estate,W PT LOMA BLVD & NIMITZ,Ocean Beach,NOTDESG,0.183000000000000,N,,NONE,R-000000,?,{F7A0A7D1-81E2-4C2A-8A23-9AB1F09C0E10},345.127401770503354,6741.677985866047493
172,G606WM,WATER PUMP STATION SITE,PUD - Water,SELY NORTH CITY PARKWAY,Carmel Mtn Ranch,WTRPUMP,0.240000000000000,N,WATER,NONE,R-250320,10/01/1979,{52A5B96A-843E-4A4E-8927-DAF574C7AA45},425.957030604401211,11153.155895958507244
173,P529RS,KENMORE TERRACE MINI-PARK,Parks & Recreation,KENMORE TER NWLY W MT VW DR,Normal Heights,MPARK,0.090000000000000,N,,NONE,R-272318,11/14/1988,{689AF2B8-0AFD-43BA-9649-8F54980C0EFF},263.669403172596276,2912.234694356813634
174,Q703RD,CLAY PARK,Parks & Recreation,SEMINOLE DR AT ART ST SLY,Eastern Areas,NPARK,2.208000000000000,Y,,DEDOS,O-12453,10/06/1978,{93DEDDA1-472C-4232-BCD1-8240EABE49C3},1321.877467073876687,85526.488629108644091
175,Q322PM,HERITAGE PARK PARKING LOT,Real Estate,JUAN & TWIGGS STS SE COR,Old Town San Diego,PARKING,1.746000000000000,N,,NONE,R-000000,?,{06ABBF7F-3946-45F4-AFE7-73CE67E0D960},1175.674506608252614,75525.421395122306421
176,Q308RD,Sefton Field Neighborhood Park,Parks & Recreation,Friars Rd. & Morena Bl. Sely of,Mission Valley,NPARK,19.582000000000001,Y,,DEDOS,O-19880,07/21/2009,{8913C450-5F41-4279-81B5-122FE73F90CA},3913.752531342641305,877903.597744002356194
177,I304RU,Shaw Valley Open Space,Parks & Recreation,Carmel Country Rd South & Wsty of,Carmel Valley,OSDESG,3.027000000000000,N,,SFR,302967,09/04/2007,{CD8558AF-2609-4611-8748-B0A194EA6D65},1602.394168219787161,132050.072409614163917
178,Z729FS,FIRE STATION #29,Fire-Rescue,198 W. SAN YSIDRO BLVD.,San Ysidro,FIRESTAT,1.453000000000000,N,,NONE,R-000000,?,{EACB9892-6524-49CC-9ACB-4BE351CC8348},1057.154509737392800,57787.694156001380179
179,N410PM,SITE 835,Real Estate,I-805 WLY KEARNY VILLA RD,Kearny Mesa,NOTDESG,0.566000000000000,N,,UNK,R-279820,04/27/1992,{CA3724ED-D003-41F1-B0FC-B6C787DDAE34},3332.434232491786588,41940.955289972473111
180,S408P5,KING CHAVEZ ACADEMY OF EXCELLENCE,Real Estate,201 A STREET,Centre City,SCHOOL,0.223000000000000,N,,NONE,R-314260,07/26/2022,{2B656E1C-6C93-4EE8-9B69-2BB2719762F3},413.860943237638992,10654.066365718961606
181,L705RO,MISSION TRAILS OPEN SPACE - EAST ELLIOTT,Parks & Recreation,ROUTE 52 NLY/WLY SPRING CANYON RD,East Elliott,OSDED,16.969999999999999,Y,,DEDOS,R-307952,01/02/2013,{82C37A58-213F-488B-B73E-7686710D6252},7423.396172062732148,755645.435197051498108
182,H221LB,CARMEL VALLEY BRANCH LIBRARY,Library,3919 TOWNSGATE DR.,Carmel Valley,LIB,1.500000000000000,N,,NONE,R-269296,09/21/1987,{3F01E05C-C3E7-4D5A-9B78-22621FAB8EFD},1062.837426551657018,65400.041776989855862
183,Q611RU,KENSINGTON/COLLEGE OPEN SPACE,Parks & Recreation,MONROE AV & MAX DR NWLY,Kensington-Talmadge,OSDESG,0.215000000000000,N,,NONE,R-250560,11/05/1979,{11F3C3C7-FE1A-47A9-8639-EF08CB1DD987},394.825099156136162,9049.703794532841130
184,T525PM,SITE 885,Real Estate,ACACIA ST ELY RIGEL ST,Southeastern San Diego,NOTDESG,0.003000000000000,N,,NONE,R-279820,04/27/1992,{10D09E3E-EF6C-4D17-8382-C4B718136318},40.288687855707572,68.798859866604204
185,J505RS,MIRA MESA COMMUNITY PARK,Parks & Recreation,NEW SALEM ST SWLY WESTMORE RD,Mira Mesa,NPARK,10.880000000000001,N,,NONE,R-284782,10/17/1994,{858BE4DC-6647-42BC-81AB-B22C8DBA3389},2744.534871923908213,485343.870208150125109
186,R569RO,34TH ST CANYON OPEN SPACE,Parks & Recreation,BANCROFT ST SLY GRAPE,Greater Golden Hill,OSDED,0.551000000000000,Y,,DEDOS,R-303253,12/18/2007,{55DB3604-1DFE-49B0-9CF8-A65280A1461C},689.934735279706047,25126.560027002517018
187,X602RO,OTAY VALLEY REGIONAL PARK,Parks & Recreation,SE CORNER HOLLISTER AND SD CITY LINE,Otay Mesa-Nestor,OSDED,9.029999999999999,Y,,DEDOS,R-303253,12/18/2007,{D904EB73-9159-4644-AEC9-51384C7BB0ED},3025.054638421804157,386035.635563070653006
188,C701M2,SEWER PUMP STATION #76,PUD - Wastewater,18675 POMERADO RD,San Pasqual Valley,SWRPUMP,0.142000000000000,N,WASTE,NONE,R-0000000,?,{EAB4BAD3-71C5-40A1-9877-EA0A4272BB41},439.848518022210158,7593.479650390971983
189,O619RO,RANCHO MISSION CYN OPEN SPACE,Parks & Recreation,BET MISSION GORGE & JACKSON,Navajo,OSDED,47.213999999999999,Y,,DEDOS,R-303253,12/18/2007,{21FEFD99-A4BF-4172-A744-373A11869054},10620.854120213190981,2044678.470918617444113
190,T611GM,SITE 668,Stormwater,NORDICA AVE & 43RD ST SW COR,Southeastern San Diego,DRAIN,0.161000000000000,N,,NONE,R-251060,01/28/1980,{6A5D5EC3-9435-466E-93EC-DB84C9227353},386.672693700569653,7392.361245789496934
191,H306RO,CARMEL VALLEY OPEN SPACE,Parks & Recreation,CARMEL CNTRY NWLY CARMEL MSSN,Carmel Valley,OSDED,4.910000000000000,Y,,DEDOS,R-307952,01/02/2013,{863C4F86-5138-4AB6-AC51-CFDA6A4B4DE4},5586.343355022470860,214607.505669696169207
192,N303RU,TECOLOTE CYN NAT OPEN SPACE PK,Parks & Recreation,BALBOA AV & CLMNT DR NELY OF,Clairemont Mesa,OSDED,0.130000000000000,Y,,DEDOS,R-307952,01/02/2013,{0CF898FA-079F-4FA1-9C3A-79990B2489DE},634.982601772948215,5322.560711911770341
193,N306PM,DAMON AVE. SITE,Real Estate,DAMON AVE.& MISSION BAY DRIVE,Pacific Beach,NOTDESG,0.357000000000000,N,,NONE,R-0000000,?,{9302D66C-B8E5-4D26-B48B-35FF693EA9A8},649.350826327783579,20399.625884792691068
194,H331RO,CARMEL VALLEY OPEN SPACE,Parks & Recreation,ELY CARMEL KNOLLS/PEARLMAN,Carmel Valley,OSDED,13.254000000000000,Y,,DEDOS,R-307952,01/02/2013,{87BF600D-6F05-4A5F-A28B-225C46A86B72},10857.736330506268132,580965.218981714453548
195,P201R1,OCEAN BEACH GATEWAY MINI PARK,Parks & Recreation,WEST PT LOMA & SUNSET CLIFFS BLS,Ocean Beach,CMTYPK,0.215000000000000,N,,NONE,R-000000,?,{4956BB4E-F6C5-4417-90A3-A785B34A6B1C},422.707738103405745,9381.032643147402268
196,R515RO,34TH ST CANYON OPEN SPACE,Parks & Recreation,KALMIA ST SLY; FELTON ST ELY,Greater North Park,OSDESG,5.683000000000000,Y,,DEDOS,R-303253,12/18/2007,{B59A86BA-5435-4924-B9AE-D6D09DBE936B},5215.524597897524473,243880.350104975601425
197,O803WM,COLLEGE RCH STANDPIPE,PUD - Water,L ASHMERE DR NLY L ARROWHEAD,Navajo,STANDPIPE,0.505000000000000,N,WATER,NONE,R-000000,?,{7C6A9F1B-E85F-42F1-9BE2-E656D8AB5AC9},616.680404427849908,21905.314612269416102
198,T537PM,RELQ.REED & HUBBELL BLK 6,Real Estate,I 5 SLY LOGAN AV,Southeastern San Diego,NOTDESG,0.028000000000000,N,,UNK,R-000000,?,{14A42C86-0FE2-49C3-A45A-D864CFC8263D},198.812083671677641,1688.302301834600712
199,S590RD,"ALLEN, DENNIS V. PARK",Parks & Recreation,NWLY MARKET ST & 39TH ST,Southeastern San Diego,NPARK,5.630000000000000,Y,,DEDOS,O-16693,08/04/1986,{4565D16A-6EF0-46CB-B8EE-1F06E8D4C98A},2393.568879904716141,245264.700597472256050
200,T527RD,41ST ST MINI-PARK,Parks & Recreation,41ST & GAMMA SE COR,Southeastern San Diego,MPARK,0.161000000000000,Y,,DEDOS,O-15943,04/11/1983,{CACA616E-55E9-459D-93B1-6FC5EFB39E2B},380.120726252845770,7002.707246104632759
