objectid,site_code,common_nm,managing_dept,location,cmty_plan,desg_use,site_acres,dedicated_park,pud_branch,site_restriction,reso_ord_num,reso_ord_dt,globalid,shape_Length,shape_Area
375,R505RD,CITY HEIGHTS MINI-PARK,Parks & Recreation,39TH ST NLY QUINCE,City Heights,MPARK,0.321000000000000,Y,,DEDOS,O-12489,11/13/1978,{B15C6648-F094-4F22-A351-AD3693892FCC},481.945706689608869,14055.197729448911559
376,M205WR,LA JOLLA  COUNTRY CLUB RESERVOIR/TANK,PUD - Water,ENCELIA DR ELY,La Jolla,RESERVOIR,0.485000000000000,N,WATER,SFR,R-999999,05/07/1946,{97C9C694-8623-4945-A4CD-B838A007245B},713.917490561464433,15395.956414524915090
377,Y811RO,OTAY MESA OPEN SPACE,Parks & Recreation,OCEAN VIEW HILLS ELY/SLY SEA DRIFT W,Otay Mesa,OSDED,5.632000000000000,Y,,DEDOS,R-303253,12/18/2007,{B31A95A5-94B3-4C7E-A31A-B177E5E13CD5},2568.665989872973114,245344.940815282490803
378,I617RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,CYPRESS CYN RD/SCRIPPS N PKWY SELY,Miramar Ranch North,OSDED,79.744000000000000,Y,,DEDOS,R-307952,01/02/2013,{23353C90-25AB-4156-BE4B-366A6C7A5863},18147.144187232617696,3474229.758762409910560
379,I001WR,SAN VICENTE RESERVOIR,PUD - Water,MORENO AV NLY END OF,Co-Lakeside,LAKE,1170.736000000000104,N,WATER,UNK,R-000000,?,{91CC0E16-B9E9-4388-AFEA-F3FB3F317DB4},97065.450799423197168,64938936.533908970654011
380,T711RU,SOUTH BAY TERRACES OPEN SPACE,Parks & Recreation,HONEY DR AT DOCK CT,Skyline-Paradise Hls,OSDESG,2.010000000000000,N,,NONE,R-000000,?,{447D7D9C-30E1-47B6-9F54-628CCD9A331B},1396.821458061215708,109518.419921145716216
381,O505RO,SERRA MESA (RUFFIN) OPEN SPACE,Parks & Recreation,WLY MISSION VLG DR SLY GRAMERCY,Serra Mesa,OSDED,109.280000000000001,Y,,SFR,O-19137,01/23/2003,{B4ED4934-5A7B-46BE-9631-7EDC17D5153F},28191.679638359513774,4863836.662667915225029
382,F401RO,LA ZANJA CANYON OPEN SPACE,Parks & Recreation,CAMINO RUIZ ELY/CARMEL VLLY RD NWLY,Black Mountain Ranch,OSDED,14.807000000000000,Y,,DEDOS,R-307952,01/02/2013,{F9D22AC1-2ACB-4997-9045-9A284F61F623},4974.377421913307444,644685.286676835152321
383,P531RO,KENSINGTON/COLLEGE OPEN SPACE,Parks & Recreation,1-15 ELY; WLY CANTERBURY DR,Kensington-Talmadge,OSDED,0.151000000000000,Y,,DEDOS,O-15592,10/14/1981,{DF0EC72C-63FC-4383-AB28-0CE47F4D8A61},1061.877182373374580,22221.725216204122262
384,P530RO,KENSINGTON/COLLEGE OPEN SPACE,Parks & Recreation,I-15 ELY; WLY CANTERBURY DR,Kensington-Talmadge,OSDED,1.512000000000000,Y,,DEDOS,O-15592,10/14/1981,{8434A75D-5422-492C-9E01-959FF806E867},1340.710656064967452,62599.364516074660060
385,T538RS,DOROTHY PETWAY PARK,Parks & Recreation,SILKTREE TERRACE SLY/SLY ACACIA & 36TH,Southeastern San Diego,UREV,0.118000000000000,N,,NONE,R-295209,07/24/2001,{14DE43F0-64C4-40F4-9F4E-1DF5E9ED50F4},323.337070283152343,5148.736191301985855
386,S530PM,SITE 359,Real Estate,K ST NWLY SD/AZ RR R/W,Southeastern San Diego,UREV,0.550000000000000,N,,NONE,R-279820,04/27/1992,{45B80F08-B334-4BD6-9FC1-4CE0AF1980E9},736.118842513451114,21448.992451489910309
387,I208RO,SORRENTO HILLS OPEN SPACE,Parks & Recreation,I-5 ELY OF & SWLY EL CAMINO REAL,Carmel Valley,OSDED,14.731000000000000,Y,,DEDOS,R-307952,01/02/2013,{6802CD56-A8A5-49FD-BD78-94997B2D5E01},5806.070801668995955,641732.890060587553307
388,K205RO,LA JOLLA OPEN SPACE,Parks & Recreation,N TOR PINE RD SLY LJ SHRS DR,La Jolla,OSDED,0.913000000000000,Y,,DEDOS,O-16606,03/10/1986,{51E33806-6D29-463E-9F21-D3AD5D9DD028},2880.582759371479369,49217.855695964426559
389,K301FS,FIRE STATION #35,Fire-Rescue,4285 EASTGATE MALL,University,FIRESTAT,1.230000000000000,N,,SFR,R-222549,01/08/1979,{36954D57-E174-4E05-B798-D1B71A1C3DA6},831.052365849292300,41495.079693257779581
390,J618RD,JERABEK PARK,Parks & Recreation,AVENIDA MAGNIFICA NLY NEGLEY,Scripps Miramar Rch,NPARK,9.720000000000001,Y,,DEDOS,O-15695,04/14/1982,{56C5A5B8-AED8-4B88-B0E7-577213D55AF7},2980.013013746206070,421788.564505319576710
391,P618RU,KENSINGTON HILLSIDES EXT,Parks & Recreation,FAIRMOUNT & CMNO DEL RIO SO,Kensington-Talmadge,OSDESG,1.664000000000000,N,,NONE,R-269974,12/08/1987,{6F8180CA-F67C-4A2A-8AE9-ABCA52357025},1533.190282374959679,73252.863992977567250
392,Q205RD,OCEAN BEACH COMM PARK,Parks & Recreation,EBERS ST & SANTA MONICA,Ocean Beach,CMTYPK,1.205000000000000,Y,,DEDOS,O-11423,10/24/1978,{752DD7C8-A71E-4FF8-878E-FF4A52255B1C},1313.906854357657039,53452.240484779409599
393,X601GM,SITE 693,Stormwater,SATURN BL & MARIAN AV,Otay Mesa-Nestor,FLDCTRL,0.272000000000000,N,WASTE,NONE,R-250384,10/09/1979,{19F167C7-CE4B-4AC3-B008-FE573A14025C},455.032529569341762,12751.576254718669588
394,P616RU,KENSINGTON HILLSIDES EXT,Parks & Recreation,FAIRMOUNT & CMNO DEL RIO SO,Kensington-Talmadge,OSDED,4.196000000000000,Y,,DEDOS,R-307952,01/02/2013,{10A0D22B-2073-43B7-B733-DBE1F060B4FD},1843.685026538915281,190012.583854030584916
395,K322EM,I805/MIRA MESA SOUND WALL,Transportation,I805 NELY SORRENTO VLY RD,University,SUPFCL,0.070000000000000,N,,NONE,R-279307,01/21/1992,{89423D73-97A7-45EA-974C-9F0B16169A1C},295.991437376349324,3451.515290423463284
396,J632WM,MIRAMAR RCL WTR STOR TANK,PUD - Water,NLY SCRIPPS RCH BLVD SELY MEANLEY DR,Scripps Miramar Rch,WTRTANK,6.240000000000000,N,WATER,NONE,R-287079,03/19/1996,{CDF967F3-A99D-4B5B-B240-557F47063CA0},2107.380245656887837,268461.464006518945098
397,Q423RO,UPTOWN OPEN SPACE,Parks & Recreation,DICKENSON & DOVE WLY,Uptown,OSDED,17.314000000000000,Y,,DEDOS,R-303253,12/18/2007,{DE2B2BA6-7B6C-42E8-AF6F-A3ABC1DA4F0E},16692.302427415328566,750658.691256419522688
398,P615PM,SITE 841,Real Estate,MONTEZUMA RD SWLY STONE CT,College Area,NOTDESG,0.001000000000000,N,,UNK,R-279820,04/27/1992,{D18BA42C-71EA-4FD1-B30F-F2D38BC9F197},50.525974520672605,21.929285507088284
399,R552RO,SWITZER OPEN SPACE,Parks & Recreation,REDWOOD ST & 32ND ST,Greater North Park,OSDED,3.191000000000000,Y,,NONE,O-19015,12/13/2001,{0AA4D0F3-B4B2-40ED-B0A7-CEEC2ACAA36F},3928.543356300422602,135951.914174849836854
400,P516RO,KENSINGTON/COLLEGE OPEN SPACE,Parks & Recreation,I-15 ELY; WLY CANTERBURY,Kensington-Talmadge,OSDED,38.570000000000000,Y,,DEDOS,O-15592,10/14/1981,{8527CFF8-3861-4FE8-BA07-481AD60EC33F},10363.984692686055496,1764371.850888884160668
401,J501LB,MIRA MESA BRANCH LIBRARY,Library,8405 New Salem St.,Mira Mesa,LIB,1.220000000000000,N,,NONE,R-280125,06/15/1992,{D6D8F719-9F08-4D13-9F88-BC1519438AA7},889.487800624742590,50191.699786363744352
402,Q434FS,FIRE STATION #05,Fire-Rescue,3902 - 9TH AVE.,Uptown,FIRESTAT,0.313000000000000,N,,UNK,R-999999,?,{D68411EE-C27E-4A3D-986D-165126D71953},470.286295989333723,13667.330990963302611
403,Q447RO,CYPRESS CANYON OPEN SPACE,Parks & Recreation,SE COR PENNSYLVANIA & ALBERT,Uptown,OSDED,0.400000000000000,Y,,DEDOS,R-307952,01/02/2013,{17AA4942-CF97-4BD5-A39C-66204E4D3D1D},526.007323864744990,17236.292200805495668
404,O601LB,ALLIED G/BENJAMN BRANCH LIBRARY,Library,5188 ZION AVE.,Navajo,LIB,0.540000000000000,N,,NONE,R-180111,05/28/1964,{606EE244-9044-4118-ABBA-A7B63B6D6813},669.774602761352185,22519.298067090032418
405,Q301FS,FIRE STATION #20,Fire-Rescue,3305 KEMPER BLVD,Midway-Pacific Highway,FIRESTAT,0.710000000000000,N,,NONE,R-000000,?,{92AA4D62-1040-4B22-BBFA-2A2E1F042E7E},780.670372686803830,35153.068860782244883
406,Q319PM,ST ASSOC  & ORCHARD APTS,Real Estate,SPORTS ARENA & HANCOCK NW COR,Midway-Pacific Highway,HOUSING,10.020000000000000,N,,SFR,R-223353,04/24/1979,{D8062BB2-28C9-4CD6-96B9-15D4A29ECB43},3448.341625161215234,469889.238692542887293
407,H218RD,SOLANA HIGHLANDS PARK,Parks & Recreation,HIGH BLUFF DR NELY LONG RUN DR,Carmel Valley,NPARK,11.980000000000000,Y,,DEDOS,O-17238,01/30/1989,{925D5EA6-8180-45E0-BC11-F40E89496730},5827.258175729517461,515408.699457123817410
408,R642PM,FAIRMOUNT AVE WIDENING,Real Estate,2004 RIDGE VIEW DRIVE,City Heights,NOTDESG,0.191000000000000,N,,NONE,R-278244,07/02/1991,{0FD4DBA9-983F-40E1-B876-5F688866E7D2},369.337940677901827,7741.923216660765320
409,M701W2,DEERFIELD WATER PUMP STA.,PUD - Water,MISSION GORGE RD/DEERFIELD ST NWLY,Navajo,WTRPUMP,0.373000000000000,N,WATER,NONE,R-285384,02/27/1995,{9FB7A130-24EF-430D-9615-C146C9E93135},447.444221039315494,12737.689195823630143
410,I616RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,ELY SPG CYN SLY WATERTON,Miramar Ranch North,OSDED,11.810000000000000,Y,,DEDOS,R-307952,01/02/2013,{AE1D451D-EA25-4F26-BED0-4047E82841EE},3350.127337560430988,514326.651402414136101
411,X604R1,OTAY VALLEY REGIONAL PARK,Parks & Recreation,ELY BEYER BLVD NLY PALM AVE,Otay Mesa-Nestor,OSDED,50.323000000000000,Y,,DEDOS,R-303253,12/18/2007,{A6836355-E0F8-482C-B793-F90F38D80261},12006.516643604423734,2275410.448252051137388
412,Q618GM,SITE 524,Transportation,UNIVERSITY AV ELY 50TH ST,City Heights,STREET,0.066000000000000,N,,SFR,R-251995,06/09/1980,{2D5CFA1A-3BA9-4C0B-909D-2E86A424E819},429.322129375447844,4253.307165812015228
413,M701R4,MISSION TRAILS OPEN SPACE    FM,Parks & Recreation,MISSION GORGE RD & J. SERRA TR,Tierrasanta,OSDESG,343.591999999999985,N,WATER,UNK,R-0000000,01/01/1968,{CC325690-B30C-42D3-AC91-592486B6E44D},22970.285571211334172,13198079.069053262472153
414,S560RD,CLAY AVE MINI-PARK,Parks & Recreation,CLAY AV ELY 31ST ST,Southeastern San Diego,MPARK,0.161000000000000,Y,,DEDOS,O-12490,11/13/1978,{B721C45E-FE52-4C9D-B177-8CC0BBAB4101},381.002835082809440,7158.471366672538352
415,S558GM,SITE 366,Stormwater,IMPERIAL AV WLY I-15,Southeastern San Diego,DRAIN,0.751000000000000,N,,SFR,R-251454,03/24/1980,{92EB1AF0-69FA-4738-9813-39272052E1EE},1034.825568441178802,32706.935805674140283
416,P406GM,SD RIVER FLOOD CHANNEL,Stormwater,I-163 WLY;CAM DELA REINA NLY,Mission Valley,FLDCTRL,0.312000000000000,N,,NONE,R-000000,?,{44B3DA6F-C1E6-4824-8230-D005EF972362},591.042004722493630,13522.472600384693578
417,Z711PM,SITE 870,Real Estate,FOOTHILL RD & SMYTHE AV NW COR,San Ysidro,UREV,0.690000000000000,N,,SFR,R-268357,05/18/1987,{23A95D44-9F36-4ADD-8ACC-0DB4DE58978F},864.749496465718948,31435.836257056529575
418,J613RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,POMERADO RD ELY SCRIPP RCH BLV,Scripps Miramar Rch,OSDED,25.641999999999999,Y,,SFR,O-16901,07/22/1987,{EBFF1DF6-11F0-4195-B14D-C6297C1D62C4},14101.877661870417796,1110788.679769032401964
419,G310RO,CARMEL VALLEY OPEN SPACE,Parks & Recreation,NLY LANSDALE SELY SWORD,Carmel Valley,OSDED,14.529999999999999,Y,,DEDOS,R-307952,01/02/2013,{4450BC3C-454C-4626-8F7F-BC111B09D25E},5726.011866499149619,597070.831837438046932
420,R208PM,SITE 795,Real Estate,NIMITZ BL & TENNYSON ST NW COR,Peninsula,NOTDESG,0.107000000000000,N,,SFR,R-279820,04/27/1992,{8EF6A44A-F9B5-425A-A284-106441E7D807},330.433621488701078,5079.873520006101899
421,I624RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,SCRIPPS RCH BL WLY WEATHERHILL WAY,Miramar Ranch North,OSDED,0.621000000000000,Y,,DEDOS,R-307952,01/02/2013,{3F5CD378-DBD3-48BF-9C49-51102A8317CC},1053.232379321398639,27080.637765801457135
422,H219RD,CARMEL VALLEY COMM PARK,Parks & Recreation,EL CAM REAL SLY DEL MAR HTS WY,Carmel Valley,CMTYPK,18.719000000000001,Y,,DEDOS,O-18757,03/03/2000,{FAC9891E-206F-48D0-ABA8-7F4C90306525},4622.136832879532449,814002.782014493132010
423,Y708PM,SITE 920,Real Estate,BEYER BL & DAIRY MART NWLY OF,San Ysidro,NOTDESG,0.060000000000000,N,,NONE,R-279820,04/27/1992,{973AC1FC-3B97-43D2-875B-E7F231129B74},288.431481535600597,2028.853662219242096
424,Q402LB,MISSION HILLS BRANCH LIBRARY -FORMER,Library,925 W. WASHINGTON ST.,Uptown,NOTDESG,0.189000000000000,N,,UNK,R-000000,?,{F90C72DE-6AAC-4705-A322-86826227B54D},347.425430792808413,7646.675452639745345
425,P505RU,SITE 535,Parks & Recreation,I-805 SWLY MT VIEW RD,Normal Heights,OSDESG,0.212000000000000,N,,NONE,R-267607,02/02/1987,{D4446C11-B337-44E3-A888-8ECA2A210249},496.306269449502736,8548.414529652058263
426,F504RS,BLACK MOUNTAIN RANCH COMM PARK,Parks & Recreation,ELY CARMEL VLY RD NLY BLACK MTN RD,Black Mountain Ranch,CMTYPK,42.939999999999998,N,,SFR,R-209135,06/30/2003,{09D6207D-306C-4F11-B4FB-6C0C70D826BD},5822.851034082227670,1870256.949054238852113
427,R601LB,OAK PARK BRANCH LIBRARY,Library,2802 54TH ST.,Eastern Areas,LIB,0.576000000000000,N,,UNK,R-188211,09/01/1966,{69561594-29EA-402A-8A6B-2C385019A5AF},807.404715728604856,24146.604546389502502
428,O306RU,SITE 628,Parks & Recreation,ERIE ST NELY PIPER,Clairemont Mesa,OSDESG,4.821000000000000,N,,NONE,R-279820,04/27/1992,{E2037A4F-B3C9-4C22-AD96-67777DA63EF1},2215.586221909158667,208874.625341541104717
429,R565PM,ALTADENA PARK,Transportation,THORN ST BTWN 33RD & FELTON,Greater North Park,STRISL,0.170000000000000,N,,SFR,R-999999,?,{19E68EC0-837B-4EA2-9C8E-8C2370E945A3},537.032804127060899,7288.666142708121697
430,Q446RO,UPTOWN OPEN SPACE,Parks & Recreation,ELY I-163 SWLY 10TH,Uptown,OSDED,2.140000000000000,Y,,DEDOS,R-307952,01/02/2013,{1F2B047B-BC3E-4D4D-9E62-811C02B16A70},1845.792821035818406,91973.224808690531063
431,Q602RD,EAST S.D. ADULT REC. CTR.,Parks & Recreation,FAIRMOUNT SLY POLK,City Heights,NPARK,0.251000000000000,Y,,DEDOS,O-15931,04/11/1983,{1015B1A2-6F59-4621-99DD-2BC882559492},546.726483576244391,10909.629586472778101
432,R520RO,34TH ST CANYON OPEN SPACE,Parks & Recreation,32-33 STS SLY IVY ST,Greater North Park,OSDED,2.624000000000000,Y,,DEDOS,R-303253,12/18/2007,{EE9BC160-CD6E-4C1D-8C12-F8480673352A},3463.001478704813962,112289.170583459199406
433,P709WP,EL MONTE PIPELINE,PUD - Water,LAKE PARK WY & LAKE MURRAY BV,Co-La Mesa,NOTDESG,4.686000000000000,N,WATER,NONE,R-000000,?,{D331D34F-DFCD-4979-8AEE-1BEC8A616E0C},3472.865364081483222,199038.528028717322741
434,Q326WM,SITE 929,PUD - Water,PACIFIC HWY & WITHERBY ST,Midway-Pacific Highway,NOTDESG,0.041000000000000,N,WATER,NONE,R-000000,?,{ACFC8906-CEB3-4F70-95D9-437468CF0CE6},198.439367546243119,1651.501423876714625
435,M304RO,MARIAN BEAR OPEN SPACE PARK,Parks & Recreation,HWY 52 BETW I-5 & I-805,Clairemont Mesa,OSDED,379.533999999999992,Y,,DEDOS,O-99999,?,{70145DEC-2111-4B74-99E3-A40D57540BBE},68347.340814499868429,15913747.572724146768451
436,R203RD,CABRILLO NORTH MINI-PARK,Parks & Recreation,CANON & EVERGREEN SWLY,Peninsula,MPARK,0.226000000000000,Y,,DEDOS,O-18986,10/04/2001,{C7B43F0A-6BA9-40A9-A260-821E94F9922D},529.448134828085699,9902.094536796033935
437,R529GM,34TH ST DRAINAGE,Stormwater,I-15 WLY & NLY ASH ST,Greater North Park,DRAIN,0.371000000000000,N,,UNK,R-000000,?,{870F7D4A-A5D4-4E58-A069-01FC19587155},681.566953744425746,15497.436558428657008
438,I612RU,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,SUNSET RIDGE DR NLY HELMER LN,Scripps Miramar Rch,OSDESG,2.337000000000000,N,,UNK,R-267530,01/26/1987,{E00ACA22-2041-439E-8ED1-C37888A01527},3352.444592462353739,97035.651915279246168
439,J608RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,IRONWOOD RD ELY TUDOR ST,Scripps Miramar Rch,OSDED,2.083000000000000,Y,,SFR,O-16901,07/22/1987,{514E54D9-DD2A-4A45-903D-740BF3E5E16F},1437.938698252151880,85349.586063596274471
440,S625GM,WALL OF EXCELLENCE,Transportation,IMPERIAL AVE & WILLIE J JONES NW COR,Encanto,STREET,0.095000000000000,N,,SFR,R-291224,02/01/1999,{9135EB12-9CA3-46C2-98A4-F6B77FB97782},244.370829827536198,3901.700250860916640
441,P612GM,SITE 680,Transportation,RIDGEWAY DR E END OF,Kensington-Talmadge,STRISL,0.150000000000000,N,,SFR,R-251060,01/28/1980,{BF5156E1-57E2-40C6-9C9D-530711401864},284.337349838377065,6038.312324982857717
442,R636RO,CHOLLAS RADIO SYSTEM,Parks & Recreation,HWY 94 & KELTON RD,Encanto,OSDED,40.039999999999999,Y,,NONE,O-16890,07/06/1987,{3B5D147D-A902-4D1A-854C-8F792DF85005},8096.049067501763602,1783952.937418026151136
443,O901PM,SITE 774 POR,PUD - Water,WAGONER DR & PIERCE SELY,Co-El Cajon,NOTDESG,0.400000000000000,N,WATER,SFR,R-279820,04/27/1992,{A42DC70A-53D3-4DE1-875D-8E4D2252A69D},1114.842976047596949,25589.534617219134816
444,S436LB,CENTRAL LIBRARY,Library,330 Park Blvd.,Centre City,LIB,1.600000000000000,N,,NONE,R-295221,07/30/2001,{115AF619-AB4F-49BD-81E2-0C4923F5126F},1405.877388343423718,69635.410805062361760
445,Y803RO,OTAY MESA OPEN SPACE,Parks & Recreation,OTAY MESA RD NLY/SLY HWY 905,Otay Mesa,OSDED,66.662000000000006,Y,,DEDOS,R-307952,01/02/2013,{5617F259-5C03-40E6-B1C8-7348285E65BB},13399.390384301945232,2919546.588309861253947
446,K321PM,I-805 REMAINDER,Real Estate,I-805 NLY LA JOLLA VILLAGE DR,University,NOTDESG,0.157000000000000,N,,NONE,R-000000,?,{7B19506C-DF23-41F3-B29C-EE48794C682A},735.353287940799873,6157.505780062311715
447,Q203RD,COLLIER PARK          540,Parks & Recreation,NIMITZ BLVD & SOTO ST,Peninsula,NPARK,6.724000000000000,Y,,DEDOS,O-11722,11/19/1975,{1DB25EC7-90B6-45F3-B533-E7B947D1B243},3264.318215160352793,247276.191274731245358
448,Q649RS,WIGHTMAN ST PARK,Parks & Recreation,NLY WIGHTMAN STREET ELY 50TH STREET,City Heights,NPARK,0.950000000000000,N,,NONE,R-301846,08/15/2006,{19153488-BF4D-482E-BB01-E3FC07721659},943.894216571610968,42271.288093301714980
449,R572RO,34TH ST CANYON OPEN SPACE,Parks & Recreation,ASH ST ELY GREGORY ST,Greater Golden Hill,OSDED,0.392000000000000,Y,,DEDOS,R-303253,12/18/2007,{A7978D77-5EA2-43FA-A7D6-3355771A45AA},695.523206464866917,16974.348885760577105
450,H210RO,CREST CYN OPEN SPACE PARK,Parks & Recreation,DEL MAR HGHTS & CREST WY,Torrey Pines,OSDED,116.790000000000006,Y,,DEDOS,O-15637,12/07/1981,{FDDC6167-F443-4C2E-BCCF-CB560C0F4078},17629.384147393997409,5059919.263753272593021
451,L019WW,El Monte Valley,PUD - Water,El Monte Valley north of El Monte Road,Co-Lakeside,GWPROTECT,2.525000000000000,N,WATER,SFR,R-311424,11/20/2017,{85E6D0B2-0A40-4375-8198-EFFE4C9E89C1},1491.361486260901074,109087.942460642501828
452,R415PM,FIREHOUSE MUSEUM,Real Estate,1572 COLUMBIA STREET,Centre City,CMTYCTR,0.230000000000000,N,,NONE,R-252539,08/25/1980,{18F3DDF1-39B4-4920-A917-9C307B251A47},419.656858938785831,11002.600860260394256
453,J304RU,MIRA MESA OPEN SPACE,Parks & Recreation,LUSK BL NWLY BARNES CYN RD,Mira Mesa,OSDESG,1.800000000000000,N,,NONE,R-000000,?,{1CF51597-9E0C-41C5-8B69-F32CFC967F86},1336.080565990682544,73498.335835320904152
454,H313RU,CARMEL VALLEY OPEN SPACE,Parks & Recreation,CARMEL CTR RD ELY/SLY TIMBER RIDGE,Carmel Valley,OSDESG,2.385000000000000,N,,NONE,R-265732,05/19/1986,{9867C9D1-ACF1-4A83-9DD9-53AE77BF9D36},3294.440236444420407,103511.247362944806810
455,J202P1,TORREY PINES PARK ADJUNCT,Real Estate,TORREY PINES RD & CALLAN,University,COMMERCIAL,20.936000000000000,N,,VOTER,R-000000,?,{258A68F7-E021-415B-94CC-8ED9325C04F7},5079.234429797245866,883476.019529695971869
456,J628LB,SCRIPPS MIRAMAR BRANCH LIBRARY,Library,10301 SCRIPPS LAKE DR.,Scripps Miramar Rch,LIB,9.109999999999999,N,,NONE,R-271476,07/25/1988,{AD37DF3B-3C9F-4BC5-BB22-A712DADE4944},4430.036909982271936,409310.961135954654310
457,P201R3,OCEAN BEACH PARK,Parks & Recreation,SPRAY ST & W PT LOMA,Ocean Beach,RPARK,1.450000000000000,Y,,DEDOS,O-5544,04/07/1953,{7EFC86E3-8450-4F1C-84CB-75817E85B16A},1080.328699146124336,65718.083426838653395
458,R542RO,32ND ST CANYON OPEN SPACE,Parks & Recreation,31ST ST NLY CEDAR ST,Greater Golden Hill,OSDED,0.883000000000000,Y,,DEDOS,R-303253,12/18/2007,{EA30BDA1-4DC7-4432-ACA1-33E50DAA9F10},1176.646741290077671,38128.702368838145048
459,S425RS,DAVIS HOUSE MINI-PARK,Parks & Recreation,ISLAND & FOURTH,Centre City,MPARK,0.115000000000000,N,,NONE,R-255069,09/28/1981,{62B2158D-3D41-4C87-A4CB-971D683B3286},307.152521793849758,5164.521732252937909
460,E901PM,MT WOODSON COM COMPLEX,Real Estate,MT WOODSON RD,Co-Mt Woodson Master,COMMUNICATIONS,15.000000000000000,N,,SFR,R-220103,01/18/1978,{E12648D0-9469-4BB9-A6FF-B8FEC9B74387},11810.320699155008697,5041689.368591692298651
461,G401RO,LA ZANJA CANYON OPEN SPACE,Parks & Recreation,MIRA ZANJA COURT ELY OF,Torrey Highlands,OSDED,112.534999999999997,Y,,DEDOS,R-307952,01/02/2013,{2B8DECEE-9FE5-4F37-8FC3-1A0F63767A0B},23007.670049199081404,4897439.897538771852851
462,O610WP,EL CAPITAN PIPELINE R/W,PUD - Water,BRUNSWICK AVE & BIRCHWOOD ST,Navajo,WTRPIPE,0.145000000000000,N,WATER,NONE,R-251705,04/28/1980,{1B9724FD-FB3F-494D-9CD9-35629FF968FD},481.925536175888737,6230.026739806791738
463,I705RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,NELY POMERADO RD & SPRING CYN,Scripps Miramar Rch,OSDED,4.100000000000000,Y,,DEDOS,R-303253,12/18/2007,{E1A4AA40-FE43-4F6E-AE48-9485DD66F937},2609.699663890135525,162913.513108716957504
464,P522PM,SITE 923,Real Estate,C DEL RIO SO ELY TEXAS ST,Mission Valley,NOTDESG,0.500000000000000,N,,NONE,R-279820,04/27/1992,{051BD3D5-2224-496D-A1FD-DFB5C3121985},657.339928023319999,21064.080649539966544
465,J607RO,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,ROCKWOOD DR NLY ATRIUM,Scripps Miramar Rch,OSDED,2.760000000000000,Y,,DEDOS,O-16901,07/22/1987,{F099AD9B-59B9-4D38-B3C6-4D2530A33A6D},1983.799576308705355,122787.450231618917314
466,R529RO,34TH ST CANYON OPEN SPACE,Parks & Recreation,ASH NLY-GRAPE SLY; BETN FELT/MCCLLAN,Greater North Park,OSDED,24.692000000000000,Y,,NONE,R-303253,12/18/2007,{1D1256D0-EA6C-453E-B486-F62DCDBA6D64},14797.544391985531547,1008692.415714501868933
467,Q430PM,SITE 220,PUD - Water,CURLEW ST SELY CRESCENT CT,Uptown,NOTDESG,0.011000000000000,N,WATER,NONE,R-279820,04/27/1992,{06D2E409-7133-47F1-A3F8-59405E8AE2D7},345.964335694339582,758.037476208467638
468,U703PM,SITE 707,Real Estate,PARKSIDE & GARBER AVS SW COR,Skyline-Paradise Hls,SALEEX,0.048000000000000,N,,NONE,R-279820,04/27/1992,{DF2F838D-F818-48E6-AD4E-0620AE3B66A4},169.385853080213479,1824.190791436489462
469,O710RU,MISSION TRAILS OPEN SPACE    LM,Parks & Recreation,JACKSON DR WLY LAKE ADLON,Navajo,OSDESG,3.525000000000000,N,,UNK,R-000000,?,{9BCA33B6-4A80-4C79-8B5B-0C51F362AE1D},2001.097339139052110,130447.463366036536172
470,R547RU,32ND ST CANYON OPEN SPACE,Parks & Recreation,ELM & GROVE STS SE COR,Greater Golden Hill,OSDESG,0.278000000000000,N,,NONE,R-262838,04/08/1985,{6F9E8FEE-A37E-4E43-8E34-1DBF6E4E14DD},440.563536420567004,12137.269357874994967
471,S736RD,MARIE WIDMAN MEMORIAL PARK,Parks & Recreation,IMPERIAL AV & DRAKE SE COR,Skyline-Paradise Hls,NPARK,1.801000000000000,Y,,DEDOS,R-307952,01/02/2013,{4BEEE569-9CF5-4A57-BE0D-D4FC9EEE5358},1716.204827100412331,80607.128924363787519
472,M401GM,CLAIREMONT MESA/I805 BIKE PTH,Transportation,I-805 NWLY CLAIRMONT MESA,Clairemont Mesa,BIKE,4.227000000000000,N,,UNK,R-250384,10/09/1979,{3EE03C08-4735-46DA-B4E6-6A99CB709B34},6231.797782352131435,151443.367285346525023
473,S707RD,ENCANTO COMM PARK,Parks & Recreation,WUNDERLIN AVE ELY 65TH ST,Encanto,CMTYPK,0.770000000000000,Y,,DEDOS,O-15693,04/05/1982,{5C77F49F-07C5-4870-931F-DF9CCCDAE038},852.068506490380287,35171.483437380244141
474,I605RU,SCRIPPS MIRAMAR OPEN SPACE,Parks & Recreation,SPRING CYN RD ELY BLUE CYPRESS DR,Miramar Ranch North,OSDED,3.928000000000000,Y,,DEDOS,R-307952,01/02/2013,{5736E6A9-4966-4493-A859-57CC0C88722E},4148.577860484063422,171758.577927923295647
